Location,Bedrooms,Bathrooms,Area,Type,Stratum,Price
Cali,3.0,3.0,102.28238720478647,Apartment,5.0,285.0
Cali,3.0,1.0,65.0,Apartment,3.0,165.0
Cali,3.0,2.0,72.0,Apartment,5.0,340.0
Cali,4.0,4.0,429.0,House,6.0,2022.089
Cali,2.0,2.0,55.0,Apartment,4.0,200.0
Cali,2.0,2.0,57.0,Apartment,4.0,288.0
Cali,3.0,4.0,131.0,Apartment,5.0,580.0
Cali,5.0,3.0,230.0,House,3.0,350.0
Cali,3.0,3.0,99.64336717444905,Apartment,4.0,170.0
Cali,3.0,3.0,124.0,House,5.0,400.0
Cali,4.0,3.0,128.08203418084938,House,3.0,350.0
Cali,5.0,3.0,220.0,House,5.0,550.0
Cali,3.0,5.0,350.0,Apartment,6.0,1180.0
Cali,3.0,3.0,118.0,Apartment,6.0,850.0
Cali,2.0,2.0,52.0,Apartment,4.0,210.0
Cali,3.0,3.0,144.0,House,3.0,310.0
Cali,4.0,5.0,210.0,Apartment,6.0,1249.0
Cali,3.0,2.0,105.0,Apartment,4.0,400.0
Cali,3.0,5.0,222.0,Apartment,6.0,2180.0
Cali,2.0,2.0,72.0,Apartment,5.0,312.0
Cali,6.0,3.0,160.0,House,3.0,395.0
Cali,4.0,3.0,170.0,Apartment,5.0,450.0
Cali,4.0,3.0,117.28095482478942,House,2.0,250.0
Cali,3.0,2.0,106.0,House,5.0,370.0
Cali,4.0,4.0,115.0,Apartment,5.0,460.0
Cali,3.0,3.0,139.0,Apartment,6.0,600.0
Cali,5.0,5.0,364.0,House,6.0,2100.0
Cali,6.0,2.0,147.0,House,3.0,220.0
Cali,3.0,2.0,55.0,Apartment,4.0,175.0
Cali,4.0,5.0,332.0,House,6.0,1830.0
Cali,4.0,6.0,450.0,House,6.0,1500.0
Cali,3.0,3.0,79.0,Apartment,5.0,375.0
Cali,4.0,2.0,120.0,House,3.0,400.0
Cali,3.0,2.0,97.0,Apartment,5.0,415.0
Cali,3.0,2.0,77.0,Apartment,4.0,279.77
Cali,3.0,2.0,67.0,Apartment,3.0,180.0
Cali,4.0,3.0,149.14131789440458,House,4.0,695.0
Cali,3.0,2.0,73.0,Apartment,5.0,318.0
Cali,4.0,3.0,145.0,Apartment,5.0,660.0
Cali,4.0,5.0,260.0,House,6.0,1100.0
Cali,3.0,5.0,290.0,Apartment,6.0,1450.0
Cali,3.0,2.0,56.0,Apartment,4.0,198.0
Cali,3.0,3.0,139.0,Apartment,5.0,660.0
Cali,3.0,2.0,135.0,Apartment,5.0,595.0
Cali,5.0,2.0,176.0,House,4.0,350.0
Cali,3.0,3.0,102.06559881639573,Apartment,4.0,300.0
Cali,3.0,1.0,72.0,Apartment,2.0,140.0
Cali,8.0,5.0,268.0,House,4.0,695.0
Cali,3.0,3.0,90.0,Apartment,5.0,360.0
Cali,3.0,2.0,67.0,Apartment,3.0,235.0
Cali,2.0,2.0,39.0,Apartment,4.0,170.0
Cali,3.0,4.0,194.0,Apartment,6.0,1500.0
Cali,4.0,3.0,123.36746105825962,House,3.0,345.0
Cali,3.0,2.0,60.0,Apartment,4.0,199.0
Cali,3.0,3.0,122.0,House,3.0,270.0
Cali,4.0,4.0,156.0,House,5.0,700.0
Cali,3.0,3.0,101.30386241868153,Apartment,4.0,260.0
Cali,3.0,2.0,80.0,Apartment,5.0,380.0
Cali,3.0,2.0,93.0,Apartment,5.0,380.0
Cali,3.0,2.0,65.0,Apartment,4.0,210.0
Cali,3.0,2.0,56.0,Apartment,4.0,230.0
Cali,3.0,2.0,150.0,House,3.0,235.0
Cali,3.0,2.0,57.0,Apartment,3.0,200.0
Cali,4.0,5.0,300.0,Apartment,6.0,1600.0
Cali,3.0,3.0,146.0,Apartment,5.0,660.0
Cali,5.0,4.0,265.0,House,4.0,580.0
Cali,2.0,1.0,68.0,Apartment,4.0,189.0
Cali,4.0,4.0,192.5682144973067,House,4.0,2300.0
Cali,5.0,4.0,200.0,House,5.0,548.0
Cali,3.0,5.0,320.0,Apartment,6.0,1600.0
Cali,2.0,2.0,57.0,Apartment,4.0,212.0
Cali,3.0,3.0,124.71336811669715,House,6.0,1100.0
Cali,2.0,2.0,65.0,Apartment,4.0,240.0
Cali,3.0,4.0,150.0,Apartment,6.0,1850.0
Cali,3.0,4.0,180.0,Apartment,6.0,850.0
Cali,16.0,12.0,333.0,House,6.0,1170.0
Cali,3.0,2.0,90.0,Apartment,5.0,380.0
Cali,3.0,4.0,152.64093923187286,House,6.0,730.0
Cali,4.0,3.0,90.0,Apartment,6.0,460.0
Cali,3.0,3.0,191.0,Apartment,6.0,800.0
Cali,4.0,2.0,130.0,House,3.0,350.0
Cali,3.0,5.0,141.0,Apartment,4.0,430.0
Cali,2.0,2.0,70.0,Apartment,4.0,335.0
Cali,7.0,6.0,480.0,House,3.0,690.0
Cali,3.0,4.0,161.68942491827352,House,5.0,890.0
Cali,5.0,2.0,110.0,House,3.0,300.0
Cali,3.0,3.0,165.0,Apartment,5.0,850.0
Cali,4.0,5.0,1.449,House,6.0,1800.0
Cali,6.0,3.0,280.0,House,3.0,475.0
Cali,3.0,2.0,59.0,Apartment,4.0,220.0
Cali,2.0,2.0,70.0,Apartment,4.0,285.0
Cali,3.0,2.0,57.0,Apartment,5.0,248.0
Cali,5.0,5.0,256.0,Apartment,6.0,680.0
Cali,3.0,3.0,162.0,Apartment,6.0,820.0
Cali,3.0,5.0,145.0,House,6.0,940.0
Cali,3.0,2.0,61.0,Apartment,4.0,233.0
Cali,3.0,3.0,102.0,Apartment,5.0,560.0
Cali,3.0,4.0,120.0,House,3.0,180.0
Cali,5.0,4.0,500.0,House,5.0,1800.0
Cali,4.0,3.0,180.0,House,5.0,550.0
Cali,3.0,2.0,123.0,Apartment,3.0,320.0
Cali,3.0,4.0,151.50933910619776,House,5.0,833.0
Cali,4.0,2.0,264.0,House,4.0,450.0
Cali,3.0,1.0,58.0,Apartment,4.0,210.0
Cali,4.0,5.0,457.0,Apartment,6.0,1450.0
Cali,3.0,3.0,130.0,Apartment,5.0,480.0
Cali,3.0,3.0,119.9192236124973,House,6.0,360.0
Cali,3.0,3.0,99.96473612553183,Apartment,4.0,230.0
Cali,2.0,2.0,88.0,Apartment,5.0,549.0
Cali,2.0,1.0,50.0,Apartment,3.0,120.0
Cali,2.0,2.0,60.0,Apartment,4.0,210.0
Cali,3.0,2.0,115.0,House,3.0,310.0
Cali,2.0,2.0,60.0,Apartment,5.0,200.0
Cali,9.0,6.0,398.0,House,2.0,487.0
Cali,3.0,3.0,99.54897868502394,Apartment,4.0,200.0
Cali,3.0,3.0,174.0,Apartment,5.0,750.0
Cali,5.0,5.0,136.0,House,6.0,715.0
Cali,5.0,7.0,290.0,House,5.0,1400.0
Cali,4.0,3.0,128.0,Apartment,4.0,370.0
Cali,3.0,2.0,87.0,Apartment,5.0,340.0
Cali,3.0,3.0,125.0,Apartment,5.0,490.0
Cali,3.0,2.0,75.0,Apartment,5.0,340.0
Cali,6.0,4.0,156.0,House,3.0,265.0
Cali,3.0,3.0,99.54897868502394,Apartment,4.0,199.9
Cali,3.0,3.0,113.0,Apartment,5.0,445.0
Cali,20.0,20.0,2.78,House,6.0,6218.24
Cali,3.0,2.0,61.0,Apartment,4.0,221.4
Cali,4.0,4.0,450.0,House,6.0,1400.0
Cali,4.0,3.0,158.38033107676478,House,3.0,470.0
Cali,4.0,4.0,198.0,Apartment,6.0,1370.0
Cali,2.0,1.0,72.0,Apartment,5.0,160.0
Cali,3.0,4.0,132.0,Apartment,5.0,570.0
Cali,3.0,2.0,62.0,Apartment,4.0,187.0
Cali,5.0,3.0,208.0,Apartment,4.0,500.0
Cali,7.0,5.0,320.0,House,3.0,460.0
Cali,3.0,3.0,137.23643120112084,House,6.0,1850.0
Cali,2.0,3.0,135.0,Apartment,5.0,540.0
Cali,4.0,2.0,150.0,House,3.0,290.0
Cali,3.0,2.0,66.0,Apartment,4.0,295.0
Cali,2.0,2.0,55.0,Apartment,4.0,227.42
Cali,3.0,3.0,114.0,Apartment,6.0,495.0
Cali,4.0,3.0,122.0,Apartment,5.0,495.61362
Cali,5.0,5.0,327.0,House,6.0,1500.0
Cali,3.0,2.0,56.0,House,2.0,210.0
Cali,3.0,2.0,60.0,Apartment,4.0,217.3
Cali,5.0,5.0,320.0,House,5.0,950.0
Cali,4.0,4.0,180.0,House,4.0,485.0
Cali,3.0,4.0,180.0,Apartment,6.0,1300.0
Cali,4.0,5.0,530.0,House,6.0,1790.0
Cali,4.0,3.0,170.0,House,5.0,495.0
Cali,3.0,2.0,74.0,Apartment,5.0,510.0
Cali,3.0,3.0,97.0,Apartment,5.0,280.0
Cali,4.0,4.0,260.0,House,6.0,1200.0
Cali,3.0,3.0,101.30386241868153,Apartment,4.0,259.0
Cali,3.0,2.0,69.0,House,4.0,175.0
Cali,3.0,3.0,95.4199193058849,Apartment,3.0,180.0
Cali,6.0,5.0,332.9333930692768,House,1.0,0.00033
Cali,4.0,4.0,550.0,House,4.0,1500.0
Cali,8.0,4.0,270.0,House,1.0,180.0
Cali,3.0,1.0,55.0,Apartment,3.0,120.0
Cali,4.0,3.0,252.0,House,3.0,465.0
Cali,3.0,3.0,107.18917247890772,Apartment,5.0,370.0
Cali,6.0,4.0,280.0,House,4.0,620.0
Cali,3.0,5.0,224.0,Apartment,5.0,630.0
Cali,3.0,5.0,195.0,Apartment,6.0,2020.0
Cali,2.0,2.0,67.0,Apartment,4.0,275.0
Cali,3.0,2.0,72.0,Apartment,4.0,205.0
Cali,3.0,3.0,106.91684550873002,Apartment,4.0,360.0
Cali,3.0,2.0,72.0,Apartment,2.0,230.0
Cali,3.0,4.0,110.0,Apartment,5.0,550.0
Cali,5.0,4.0,248.27779025962369,House,2.0,1100.0
Cali,3.0,2.0,50.0,Apartment,3.0,125.0
Cali,2.0,2.0,106.0,Apartment,4.0,370.0
Cali,3.0,3.0,229.0,Apartment,6.0,1220.0
Cali,3.0,3.0,114.3558099477812,Apartment,4.0,550.0
Cali,3.0,3.0,125.0,Apartment,4.0,340.0
Cali,4.0,3.0,148.13026601817023,House,4.0,550.0
Cali,3.0,2.0,65.0,Apartment,4.0,240.0
Cali,3.0,2.0,100.0,Apartment,5.0,358.5
Cali,4.0,4.0,370.0,House,5.0,760.0
Cali,3.0,4.0,130.0,House,6.0,698.0
Cali,2.0,2.0,53.0,Apartment,4.0,215.0
Cali,3.0,1.0,60.0,Apartment,3.0,110.0
Cali,3.0,2.0,78.0,Apartment,4.0,225.0
Cali,3.0,3.0,118.0,Apartment,6.0,1050.0
Cali,4.0,3.0,128.0,House,4.0,360.0
Cali,3.0,2.0,75.0,Apartment,5.0,350.0
Cali,2.0,2.0,60.0,Apartment,4.0,185.0
Cali,3.0,2.0,52.0,Apartment,3.0,135.0
Cali,4.0,3.0,220.0,House,5.0,920.0
Cali,2.0,2.0,87.0,Apartment,5.0,360.0
Cali,4.0,3.0,132.39246263264826,House,4.0,415.0
Cali,3.0,2.0,75.0,Apartment,4.0,190.0
Cali,3.0,2.0,56.0,Apartment,5.0,190.0
Cali,3.0,3.0,120.92157690239489,Apartment,6.0,535.0
Cali,3.0,2.0,70.0,Apartment,4.0,270.0
Cali,3.0,2.0,63.0,Apartment,5.0,253.0
Cali,3.0,2.0,90.0,Apartment,6.0,570.0
Cali,3.0,3.0,330.0,House,6.0,950.0
Cali,4.0,5.0,240.0,Apartment,5.0,1400.0
Cali,3.0,3.0,100.32525045957762,Apartment,4.0,385.0
Cali,3.0,2.0,42.0,House,2.0,200.0
Cali,3.0,3.0,114.48484089218681,Apartment,6.0,410.0
Cali,4.0,3.0,140.15596913819732,House,3.0,429.0
Cali,3.0,2.0,61.0,Apartment,4.0,270.0
Cali,2.0,2.0,60.0,Apartment,4.0,205.0
Cali,4.0,4.0,158.0,House,6.0,685.0
Cali,3.0,4.0,147.0,Apartment,6.0,900.0
Cali,2.0,2.0,70.0,Apartment,4.0,305.0
Cali,3.0,3.0,129.88179972695474,Apartment,4.0,550.0
Cali,3.0,3.0,99.54897868502394,Apartment,4.0,215.0
Cali,3.0,3.0,130.35294887930831,House,5.0,415.0
Cali,2.0,2.0,56.0,Apartment,4.0,260.0
Cali,2.0,2.0,75.0,Apartment,5.0,400.0
Cali,2.0,2.0,60.0,Apartment,3.0,161.0
Cali,3.0,2.0,60.0,House,2.0,210.0
Cali,4.0,2.0,165.0,House,2.0,320.0
Cali,3.0,2.0,62.0,Apartment,4.0,200.0
Cali,3.0,3.0,82.0,Apartment,6.0,396.0
Cali,3.0,3.0,112.7428737220971,House,4.0,340.0
Cali,5.0,6.0,230.0,House,6.0,620.0
Cali,2.0,2.0,54.0,Apartment,4.0,260.0
Cali,3.0,3.0,110.0,Apartment,5.0,380.0
Cali,3.0,4.0,147.32518100549476,House,6.0,2500.0
Cali,2.0,2.0,60.0,Apartment,4.0,205.0
Cali,3.0,3.0,116.93925935588283,Apartment,6.0,820.0
Cali,2.0,2.0,70.0,Apartment,5.0,360.0
Cali,5.0,3.0,255.0,House,5.0,620.0
Cali,3.0,1.0,49.0,Apartment,2.0,115.0
Cali,4.0,4.0,142.0,House,5.0,1130.0
Cali,4.0,2.0,130.0,House,5.0,570.0
Cali,3.0,3.0,131.17395898007643,House,5.0,400.0
Cali,3.0,2.0,339.0,House,5.0,690.0
Cali,7.0,4.0,312.0,House,3.0,580.0
Cali,3.0,3.0,97.59572805834124,Apartment,3.0,180.0
Cali,3.0,2.0,118.0,Apartment,6.0,639.0
Cali,4.0,4.0,90.0,House,4.0,495.0
Cali,3.0,4.0,189.0,Apartment,5.0,600.0
Cali,3.0,4.0,170.0,Apartment,6.0,1000.0
Cali,4.0,4.0,212.0,Apartment,5.0,800.0
Cali,2.0,3.0,72.0,Apartment,5.0,400.0
Cali,3.0,2.0,58.0,Apartment,5.0,216.5226
Cali,3.0,5.0,192.0,Apartment,6.0,880.0
Cali,3.0,2.0,78.0,Apartment,5.0,280.0
Cali,4.0,3.0,102.72618551546742,House,3.0,185.0
Cali,4.0,5.0,340.0,House,5.0,750.0
Cali,4.0,3.0,180.0,House,5.0,550.0
Cali,3.0,2.0,60.0,Apartment,2.0,200.0
Cali,4.0,8.0,600.0,House,6.0,3200.0
Cali,3.0,3.0,115.15918458037754,Apartment,4.0,495.0
Cali,4.0,4.0,187.4362175346154,House,5.0,1500.0
Cali,4.0,3.0,103.9291597410072,House,2.0,190.0
Cali,2.0,2.0,58.0,Apartment,4.0,189.0
Cali,4.0,4.0,300.0,House,6.0,1200.0
Cali,3.0,2.0,155.0,House,2.0,180.0
Cali,3.0,3.0,144.00846537780464,House,5.0,550.0
Cali,6.0,4.0,285.0,House,2.0,330.0
Cali,3.0,2.0,90.0,Apartment,3.0,100.0
Cali,3.0,3.0,145.01644777123514,House,5.0,650.0
Cali,4.0,2.0,165.0,House,3.0,320.0
Cali,5.0,7.0,520.0,House,5.0,980.0
Cali,2.0,1.0,46.0,Apartment,1.0,100.0
Cali,3.0,2.0,65.0,Apartment,5.0,278.0
Cali,3.0,2.0,78.0,Apartment,4.0,270.0
Cali,3.0,4.0,108.0,Apartment,4.0,330.0
Cali,4.0,2.0,72.0,Apartment,4.0,230.0
Cali,3.0,5.0,186.0,Apartment,6.0,1200.0
Cali,5.0,5.0,330.0,House,6.0,1450.0
Cali,1.0,2.0,79.0,Apartment,6.0,655.0
Cali,1.0,1.0,160.0,House,6.0,800.0
Cali,3.0,1.0,70.0,Apartment,3.0,120.0
Cali,4.0,5.0,147.0,Apartment,6.0,820.0
Cali,4.0,3.0,124.0,Apartment,5.0,450.0
Cali,2.0,3.0,93.0,Apartment,6.0,650.0
Cali,4.0,2.0,120.0,House,2.0,200.0
Cali,3.0,2.0,82.0,House,5.0,520.0
Cali,3.0,2.0,75.0,Apartment,3.0,170.0
Cali,3.0,3.0,150.0,House,5.0,440.0
Cali,3.0,4.0,173.34498573077363,House,6.0,950.0
Cali,4.0,4.0,212.0,Apartment,6.0,800.0
Cali,3.0,2.0,72.0,Apartment,5.0,238.0
Cali,3.0,2.0,56.0,Apartment,4.0,230.0
Cali,2.0,2.0,56.0,Apartment,1.0,160.0
Cali,3.0,2.0,92.0,Apartment,5.0,400.0
Cali,3.0,3.0,116.70718726038425,Apartment,6.0,900.0
Cali,2.0,2.0,87.0,Apartment,5.0,615.465394
Cali,4.0,6.0,750.0,House,6.0,2500.0
Cali,3.0,2.0,106.0,Apartment,5.0,450.0
Cali,4.0,5.0,600.0,House,6.0,3000.0
Cali,3.0,4.0,120.0,Apartment,6.0,1150.0
Cali,3.0,5.0,300.0,House,6.0,2100.0
Cali,1.0,1.0,65.0,Apartment,5.0,521.946121
Cali,2.0,2.0,55.0,Apartment,4.0,220.0
Cali,3.0,3.0,104.0,Apartment,6.0,360.0
Cali,4.0,7.0,805.0,House,6.0,4800.0
Cali,5.0,3.0,252.0,House,5.0,489.0
Cali,4.0,4.0,252.0,House,4.0,550.0
Cali,4.0,3.0,111.336720513742,House,3.0,285.0
Cali,3.0,2.0,55.0,Apartment,4.0,195.0
Cali,4.0,3.0,328.0,House,6.0,1000.0
Cali,4.0,4.0,369.0,House,5.0,1100.0
Cali,3.0,2.0,110.0,Apartment,6.0,550.0
Cali,3.0,2.0,60.0,Apartment,4.0,233.0
Cali,4.0,4.0,156.0,House,5.0,700.0
Cali,2.0,2.0,55.0,Apartment,4.0,187.0
Cali,3.0,5.0,278.0,Apartment,6.0,990.0
Cali,3.0,2.0,107.0,Apartment,5.0,470.0
Cali,1.0,2.0,80.0,Apartment,6.0,560.0
Cali,3.0,2.0,50.0,Apartment,2.0,162.5
Cali,3.0,3.0,99.3373354537017,Apartment,4.0,145.0
Cali,3.0,2.0,58.0,Apartment,4.0,201.0
Cali,5.0,5.0,260.0,House,5.0,620.0
Cali,3.0,2.0,85.0,Apartment,5.0,420.0
Cali,3.0,2.0,74.0,Apartment,4.0,286.5
Cali,3.0,3.0,116.70718726038425,Apartment,6.0,900.0
Cali,4.0,5.0,300.0,House,6.0,1300.0
Cali,3.0,4.0,122.0,Apartment,5.0,649.9
Cali,1.0,1.0,63.0,Apartment,4.0,190.0
Cali,10.0,4.0,540.0,House,4.0,900.0
Cali,3.0,4.0,185.28027704125432,Apartment,3.0,3500.0
Cali,4.0,4.0,200.0,House,5.0,580.0
Cali,3.0,3.0,99.54897868502394,Apartment,4.0,198.5
Cali,6.0,6.0,580.0,House,6.0,1850.0
Cali,3.0,3.0,133.0,House,5.0,580.0
Cali,3.0,2.0,74.0,Apartment,5.0,370.0
Cali,3.0,2.0,93.0,Apartment,5.0,390.0
Cali,3.0,3.0,181.0,Apartment,6.0,780.0
Cali,4.0,3.0,260.0,House,4.0,510.0
Cali,3.0,2.0,83.0,Apartment,4.0,300.0
Cali,3.0,3.0,97.7153370864239,Apartment,4.0,165.0
Cali,3.0,3.0,102.01623915666379,Apartment,6.0,220.0
Cali,3.0,2.0,62.0,Apartment,5.0,210.0
Cali,6.0,2.0,186.0,House,3.0,370.0
Cali,2.0,2.0,58.0,Apartment,4.0,217.0
Cali,3.0,3.0,101.30386241868153,Apartment,4.0,257.0
Cali,3.0,2.0,125.0,Apartment,5.0,450.0
Cali,3.0,2.0,60.0,Apartment,3.0,170.0
Cali,3.0,4.0,222.0,Apartment,6.0,2150.0
Cali,3.0,4.0,151.0,Apartment,5.0,760.0
Cali,3.0,4.0,125.0,Apartment,6.0,650.0
Cali,3.0,2.0,105.0,Apartment,5.0,350.0
Cali,3.0,3.0,148.76197148640142,Apartment,6.0,1600.0
Cali,3.0,3.0,550.0,House,6.0,2650.0
Cali,3.0,2.0,61.0,Apartment,4.0,189.0
Cali,3.0,2.0,62.0,Apartment,4.0,200.0
Cali,3.0,3.0,107.18917247890772,Apartment,5.0,370.0
Cali,3.0,2.0,54.0,Apartment,3.0,145.0
Cali,7.0,5.0,400.0,House,3.0,470.0
Cali,2.0,1.0,42.0,Apartment,4.0,180.0
Cali,3.0,2.0,60.0,Apartment,4.0,220.0
Cali,5.0,5.0,238.0,Apartment,6.0,1430.0
Cali,7.0,4.0,294.0,House,3.0,450.0
Cali,3.0,3.0,101.0,House,5.0,470.0
Cali,3.0,3.0,74.0,Apartment,4.0,260.0
Cali,3.0,3.0,110.0,Apartment,6.0,460.0
Cali,4.0,3.0,240.0,House,5.0,560.0
Cali,2.0,3.0,90.0,Apartment,6.0,380.0
Cali,3.0,3.0,127.20922826353882,Apartment,6.0,990.0
Cali,3.0,4.0,144.93860947767365,House,6.0,6000.0
Cali,3.0,5.0,680.0,House,6.0,2300.0
Cali,4.0,7.0,385.0,House,6.0,2000.0
Cali,2.0,2.0,73.0,Apartment,5.0,310.0
Cali,3.0,3.0,144.45800489612782,House,6.0,2200.0
Cali,3.0,4.0,204.0,Apartment,6.0,750.0
Cali,6.0,6.0,380.0,House,5.0,850.0
Cali,2.0,2.0,80.0,Apartment,5.0,495.0
Cali,3.0,4.0,148.65885909681248,House,6.0,2800.0
Cali,4.0,3.0,128.08203418084938,House,3.0,360.0
Cali,3.0,2.0,55.0,Apartment,3.0,150.0
Cali,3.0,3.0,204.0,Apartment,6.0,770.0
Cali,3.0,3.0,108.0,Apartment,4.0,340.0
Cali,2.0,1.0,45.0,Apartment,4.0,180.0
Cali,2.0,2.0,82.0,Apartment,5.0,415.0
Cali,4.0,4.0,169.0,Apartment,6.0,700.0
Cali,3.0,3.0,120.0,Apartment,5.0,700.0
Cali,4.0,4.0,160.0,Apartment,5.0,430.0
Cali,3.0,2.0,65.0,Apartment,5.0,235.0
Cali,3.0,2.0,84.0,Apartment,5.0,370.0
Cali,3.0,3.0,99.0,Apartment,5.0,510.0
Cali,3.0,3.0,99.64336717444905,Apartment,4.0,177.0
Cali,3.0,3.0,107.68840688209363,Apartment,5.0,408.0
Cali,3.0,2.0,55.0,Apartment,4.0,193.0
Cali,2.0,2.0,66.0,Apartment,4.0,199.0
Cali,3.0,3.0,100.0,Apartment,5.0,420.0
Cali,2.0,2.0,64.0,Apartment,4.0,360.0
Cali,4.0,3.0,161.0,Apartment,6.0,880.0
Cali,3.0,2.0,54.0,Apartment,4.0,195.0
Cali,8.0,6.0,173.0,House,2.0,290.0
Cali,3.0,3.0,102.62128250964352,Apartment,3.0,280.0
Cali,5.0,5.0,210.0,House,2.0,300.0
Cali,3.0,3.0,201.0,Apartment,6.0,700.0
Cali,7.0,6.0,720.0,House,6.0,2800.0
Cali,3.0,3.0,120.16221117389097,Apartment,6.0,440.0
Cali,2.0,3.0,126.0,Apartment,6.0,450.0
Cali,5.0,7.0,700.0,House,6.0,5000.0
Cali,4.0,6.0,350.0,House,6.0,2200.0
Cali,2.0,3.0,122.0,Apartment,5.0,790.0
Cali,2.0,2.0,60.0,Apartment,4.0,280.0
Cali,2.0,2.0,200.0,Apartment,5.0,870.0
Cali,4.0,6.0,280.0,House,5.0,900.0
Cali,7.0,3.0,200.0,House,1.0,210.0
Cali,2.0,2.0,60.0,Apartment,4.0,290.0
Cali,3.0,2.0,53.0,Apartment,3.0,175.0
Cali,4.0,3.0,323.0,House,5.0,1390.0
Cali,5.0,3.0,162.0,House,4.0,750.0
Cali,3.0,3.0,99.0,Apartment,5.0,420.0
Cali,3.0,2.0,60.0,Apartment,4.0,240.0
Cali,3.0,3.0,175.0,Apartment,6.0,680.0
Cali,2.0,2.0,60.0,Apartment,4.0,195.0
Cali,3.0,3.0,160.65012563891494,House,6.0,780.0
Cali,5.0,1.0,870.0,House,6.0,3500.0
Cali,2.0,2.0,62.0,Apartment,4.0,280.0
Cali,8.0,4.0,300.0,House,4.0,650.0
Cali,3.0,2.0,61.0,Apartment,4.0,221.4
Cali,5.0,4.0,450.0,House,4.0,330.0
Cali,3.0,2.0,54.0,Apartment,2.0,120.0
Cali,3.0,3.0,108.53665334714321,Apartment,5.0,380.0
Cali,3.0,2.0,57.0,Apartment,4.0,220.0
Cali,3.0,3.0,139.0,Apartment,6.0,850.0
Cali,6.0,2.0,180.0,House,1.0,260.0
Cali,3.0,2.0,96.0,Apartment,4.0,200.0
Cali,4.0,5.0,350.0,House,5.0,720.0
Cali,3.0,1.0,68.0,Apartment,3.0,160.0
Cali,9.0,7.0,450.0,House,3.0,520.0
Cali,5.0,4.0,170.0,House,6.0,670.0
Cali,3.0,2.0,64.0,Apartment,4.0,203.0
Cali,3.0,3.0,125.29635447258671,House,4.0,360.0
Cali,3.0,4.0,156.76485374844785,House,6.0,5266.0
Cali,5.0,4.0,186.0,House,4.0,490.0
Cali,4.0,3.0,160.0,House,4.0,495.0
Cali,4.0,2.0,148.0,House,4.0,500.0
Cali,3.0,3.0,135.0,Apartment,5.0,520.0
Cali,2.0,2.0,64.0,Apartment,4.0,229.0
Cali,4.0,4.0,140.0,House,5.0,540.0
Cali,3.0,5.0,219.0,Apartment,6.0,920.0
Cali,4.0,2.0,82.0,Apartment,4.0,270.0
Cali,2.0,2.0,43.0,Apartment,3.0,85.0
Cali,9.0,6.0,114.0,House,3.0,650.0
Cali,1.0,2.0,57.0,Apartment,5.0,350.0
Cali,3.0,2.0,78.0,Apartment,5.0,300.0
Cali,1.0,1.0,54.0,Apartment,6.0,430.0
Cali,3.0,3.0,97.99318053133817,Apartment,3.0,210.0
Cali,3.0,4.0,277.0,House,6.0,1150.0
Cali,3.0,3.0,118.0,Apartment,6.0,630.0
Cali,3.0,2.0,68.0,Apartment,5.0,320.0
Cali,4.0,4.0,273.2187746997515,House,2.0,1300.0
Cali,4.0,3.0,388.0,House,6.0,2200.0
Cali,3.0,2.0,52.0,Apartment,4.0,168.0
Cali,2.0,3.0,96.0,Apartment,6.0,690.0
Cali,3.0,4.0,175.0,Apartment,4.0,530.0
Cali,3.0,2.0,80.0,Apartment,4.0,450.0
Cali,5.0,4.0,220.0,House,2.0,200.0
Cali,3.0,2.0,72.0,Apartment,4.0,380.0
Cali,3.0,3.0,101.30386241868153,Apartment,4.0,262.0
Cali,3.0,3.0,126.31518944922351,House,6.0,3100.0
Cali,3.0,3.0,97.28969633759388,Apartment,3.0,135.0
Cali,2.0,2.0,50.0,Apartment,4.0,190.0
Cali,3.0,1.0,90.0,House,3.0,119.0
Cali,3.0,5.0,90.0,House,4.0,450.0
Cali,3.0,4.0,91.0,Apartment,5.0,370.0
Cali,3.0,4.0,116.0,Apartment,6.0,530.0
Cali,3.0,2.0,76.0,Apartment,4.0,334.0
Cali,8.0,3.0,252.0,House,4.0,750.0
Cali,3.0,2.0,74.0,Apartment,5.0,310.0
Cali,3.0,3.0,110.85158146516181,Apartment,5.0,420.0
Cali,3.0,2.0,120.0,House,3.0,230.0
Cali,4.0,4.0,70.0,Apartment,3.0,350.0
Cali,3.0,4.0,314.0,House,5.0,780.0
Cali,4.0,5.0,400.0,Apartment,5.0,2300.0
Cali,2.0,2.0,87.0,Apartment,5.0,280.0
Cali,2.0,2.0,80.0,Apartment,4.0,190.0
Cali,3.0,3.0,113.0,Apartment,5.0,451.0
Cali,2.0,2.0,44.0,Apartment,6.0,587.0
Cali,5.0,2.0,144.0,House,3.0,297.0
Cali,6.0,3.0,367.0,House,3.0,669.9999
Cali,2.0,4.0,146.0,Apartment,6.0,680.0
Cali,3.0,2.0,61.0,Apartment,4.0,232.0
Cali,3.0,4.0,200.0,House,5.0,495.0
Cali,3.0,4.0,151.72512806620026,House,6.0,680.0
Cali,4.0,3.0,118.0015215241415,House,3.0,290.0
Cali,3.0,2.0,83.0,Apartment,4.0,320.0
Cali,2.0,3.0,146.0,Apartment,6.0,1200.0
Cali,1.0,2.0,75.0,Apartment,6.0,595.157792
Cali,3.0,4.0,200.0,Apartment,6.0,720.0
Cali,3.0,3.0,86.0,Apartment,5.0,320.0
Cali,3.0,2.0,55.0,Apartment,4.0,220.0
