Location,Bedrooms,Bathrooms,Area,Type,Stratum,Price
Armenia,4.0,3.0,222.0,Apartment,6.0,970.0
Armenia,5.0,3.0,147.0,House,3.0,350.0
Armenia,3.0,3.0,115.0,House,4.0,470.0
Armenia,3.0,2.0,100.0,House,3.0,190.0
Armenia,3.0,2.0,68.0,Apartment,5.0,300.0
Armenia,3.0,2.0,65.0,Apartment,4.0,210.0
Armenia,3.0,3.0,115.54558432557913,Apartment,5.0,530.0
Armenia,3.0,2.0,78.0,Apartment,5.0,425.0
Armenia,1.0,1.0,33.0,Apartment,4.0,130.0
Armenia,3.0,3.0,200.0,House,5.0,900.0
Armenia,3.0,2.0,60.0,Apartment,4.0,220.0
Armenia,3.0,4.0,157.0,Apartment,5.0,908.0
Armenia,1.0,1.0,17.0,Apartment,4.0,78.0
Armenia,3.0,3.0,115.0,House,4.0,420.0
Armenia,3.0,3.0,210.0,Apartment,5.0,1150.0
Armenia,5.0,4.0,230.0,House,6.0,1300.0
Armenia,3.0,2.0,140.0,Apartment,6.0,470.0
Armenia,3.0,2.0,136.0,House,5.0,520.0
Armenia,3.0,2.0,90.0,Apartment,5.0,460.0
Armenia,4.0,4.0,260.0,House,5.0,950.0
Armenia,2.0,2.0,95.0,Apartment,5.0,520.0
Armenia,3.0,3.0,145.0,Apartment,6.0,720.0
Armenia,2.0,2.0,73.0,Apartment,6.0,360.0
Armenia,2.0,2.0,70.0,Apartment,5.0,400.0
Armenia,5.0,4.0,400.0,House,5.0,1170.0
Armenia,3.0,3.0,147.0,Apartment,5.0,965.0
Armenia,2.0,3.0,104.0,Apartment,3.0,400.0
Armenia,4.0,3.0,174.0,House,5.0,890.0
Armenia,2.0,2.0,56.0,Apartment,3.0,170.0
Armenia,1.0,1.0,36.0,Apartment,6.0,230.0
Armenia,2.0,2.0,45.0,Apartment,4.0,205.0
Armenia,3.0,2.0,81.0,Apartment,5.0,455.0
Armenia,2.0,2.0,280.0,House,3.0,280.0
Armenia,2.0,2.0,102.0,Apartment,6.0,750.0
Armenia,3.0,2.0,77.0,Apartment,4.0,280.0
Armenia,5.0,3.0,159.0,Apartment,3.0,250.0
Armenia,3.0,2.0,102.0,House,3.0,280.0
Armenia,3.0,3.0,110.0,House,5.0,230.0
Armenia,4.0,2.0,72.0,House,3.0,180.0
Armenia,2.0,2.0,57.0,Apartment,5.0,340.0
Armenia,9.0,6.0,1.7,House,3.0,2000.0
Armenia,2.0,2.0,57.0,Apartment,5.0,300.0
Armenia,3.0,2.0,84.0,Apartment,4.0,380.0
Armenia,3.0,3.0,96.46474260562672,Apartment,5.0,215.0
Armenia,2.0,1.0,47.0,Apartment,3.0,98.0
Armenia,4.0,5.0,250.0,Apartment,6.0,1700.0
Armenia,4.0,3.0,120.0,House,2.0,186.2
Armenia,3.0,4.0,156.92588897646823,House,5.0,1350.0
Armenia,3.0,2.0,82.0,Apartment,5.0,470.0
Armenia,4.0,3.0,149.5044042571725,House,3.0,650.0
Armenia,1.0,1.0,36.0,Apartment,5.0,210.0
Armenia,3.0,3.0,151.09677212959463,House,5.0,950.0
Armenia,2.0,1.0,66.0,Apartment,3.0,150.0
Armenia,3.0,2.0,85.0,House,2.0,250.0
Armenia,3.0,3.0,150.0,House,5.0,700.0
Armenia,2.0,2.0,69.0,Apartment,5.0,370.0
Armenia,2.0,2.0,65.0,Apartment,5.0,450.0
Armenia,3.0,3.0,175.0,House,6.0,650.0
Armenia,1.0,1.0,42.0,Apartment,5.0,257.235
Armenia,4.0,3.0,240.0,House,5.0,880.0
Armenia,3.0,3.0,83.0,Apartment,4.0,280.0
Armenia,2.0,2.0,89.0,Apartment,5.0,520.0
Armenia,3.0,3.0,155.0,Apartment,5.0,650.0
Armenia,3.0,2.0,104.0,Apartment,5.0,399.0
Armenia,2.0,2.0,70.0,Apartment,5.0,352.0
Armenia,4.0,3.0,126.14298572379616,House,3.0,400.0
Armenia,3.0,2.0,66.0,Apartment,4.0,320.0
Armenia,8.0,8.0,1.5,House,3.0,1400.0
Armenia,5.0,5.0,139.7379589568511,House,5.0,7950.0
Armenia,3.0,3.0,108.0,House,4.0,550.0
Armenia,3.0,2.0,76.0,Apartment,3.0,220.0
Armenia,1.0,1.0,38.0,Apartment,4.0,280.0
Armenia,4.0,3.0,163.0,House,5.0,500.0
Armenia,3.0,2.0,81.0,Apartment,5.0,320.0
Armenia,3.0,2.0,110.0,Apartment,4.0,350.0
Armenia,3.0,2.0,77.0,Apartment,4.0,285.0
Armenia,5.0,7.0,711.0,House,6.0,2900.0
Armenia,5.0,3.0,170.0,House,3.0,260.0
Armenia,6.0,4.0,250.0,House,4.0,600.0
Armenia,3.0,3.0,108.0,Apartment,5.0,425.0
Armenia,1.0,1.0,36.0,Apartment,5.0,225.0
Armenia,3.0,2.0,59.0,Apartment,4.0,250.0
Armenia,3.0,3.0,95.0,House,5.0,380.0
Armenia,1.0,1.0,40.0,Apartment,6.0,205.0
Armenia,3.0,4.0,214.0,House,6.0,2900.0
Armenia,3.0,2.0,115.0,Apartment,4.0,510.0
Armenia,5.0,2.0,244.0,House,3.0,390.0
Armenia,3.0,2.0,67.0,Apartment,5.0,330.0
Armenia,3.0,2.0,70.0,Apartment,3.0,230.0
Armenia,3.0,3.0,137.52490078918325,House,5.0,780.0
Armenia,1.0,2.0,50.0,Apartment,5.0,237.665
Armenia,4.0,4.0,231.0,Apartment,5.0,800.0
Armenia,4.0,4.0,127.0,Apartment,4.0,260.000008
Armenia,2.0,2.0,120.0,House,3.0,195.0
Armenia,3.0,3.0,98.0,House,4.0,390.0
Armenia,2.0,2.0,47.0,Apartment,5.0,222.48
Armenia,6.0,8.0,380.0,House,5.0,1700.0
Armenia,6.0,7.0,584.0,House,6.0,2200.0
Armenia,3.0,3.0,100.0,House,5.0,450.0
Armenia,3.0,2.0,90.0,Apartment,5.0,300.0
Armenia,1.0,2.0,42.0,Apartment,5.0,230.0
Armenia,3.0,2.0,86.0,Apartment,5.0,597.0
Armenia,1.0,2.0,52.0,Apartment,5.0,320.0
Armenia,4.0,3.0,110.0,Apartment,6.0,640.0
Armenia,3.0,2.0,112.0,House,5.0,450.0
Armenia,2.0,2.0,89.0,Apartment,5.0,540.0
Armenia,4.0,4.0,169.0,Apartment,5.0,670.0
Armenia,3.0,4.0,320.0,House,6.0,2800.0
Armenia,3.0,2.0,99.01021866248774,Apartment,6.0,238.0
Armenia,3.0,4.0,155.0,Apartment,6.0,600.0
Armenia,5.0,7.0,550.0,House,6.0,3900.0
Armenia,3.0,3.0,70.0,Apartment,4.0,230.0
Armenia,3.0,3.0,1.8,House,5.0,1450.0
Armenia,3.0,2.0,73.0,Apartment,4.0,220.0
Armenia,3.0,4.0,300.0,Apartment,5.0,990.0
Armenia,4.0,3.0,157.0,Apartment,5.0,490.0
Armenia,3.0,3.0,141.0,Apartment,5.0,650.0
Armenia,3.0,3.0,137.46157113289863,House,5.0,16.0
Armenia,3.0,3.0,100.66617747834852,Apartment,5.0,310.0
Armenia,3.0,1.0,63.0,Apartment,3.0,170.0
Armenia,2.0,2.0,63.0,Apartment,3.0,220.0
Armenia,3.0,3.0,139.75355845892733,House,5.0,850.0
Armenia,2.0,2.0,50.0,Apartment,5.0,240.0
Armenia,3.0,2.0,268.0,Apartment,5.0,940.0
Armenia,3.0,2.0,64.0,Apartment,5.0,330.0
Armenia,3.0,4.0,324.0,House,5.0,3200.0
Armenia,3.0,2.0,59.0,Apartment,5.0,433.0
Armenia,2.0,2.0,59.0,Apartment,5.0,300.0
Armenia,2.0,2.0,104.0,Apartment,5.0,530.0
Armenia,2.0,2.0,66.0,Apartment,3.0,270.0
Armenia,3.0,2.0,57.0,Apartment,3.0,185.0
Armenia,2.0,2.0,75.0,Apartment,6.0,360.0
Armenia,1.0,2.0,46.0,Apartment,5.0,230.0
Armenia,3.0,2.0,68.0,Apartment,4.0,280.0
Armenia,4.0,4.0,200.0,House,5.0,750.0
Armenia,2.0,1.0,48.0,Apartment,5.0,198.0
Armenia,3.0,2.0,74.0,Apartment,6.0,390.0
Armenia,1.0,1.0,38.0,Apartment,6.0,280.0
Armenia,1.0,1.0,25.0,Apartment,3.0,140.0
Armenia,2.0,1.0,477.0,Apartment,1.0,120.0
Armenia,3.0,3.0,128.87562136887286,House,6.0,500.0
Armenia,2.0,2.0,48.0,Apartment,4.0,253.2
Armenia,5.0,4.0,297.0,House,6.0,1500.0
Armenia,3.0,3.0,134.92647105116868,House,6.0,2100.0
Armenia,4.0,2.0,74.0,House,2.0,170.0
Armenia,3.0,1.0,68.0,Apartment,4.0,155.0
Armenia,6.0,7.0,324.0,House,6.0,850.0
Armenia,3.0,2.0,61.0,Apartment,3.0,210.0
Armenia,3.0,2.0,74.0,Apartment,4.0,340.0
Armenia,2.0,2.0,62.0,Apartment,5.0,335.0
Armenia,3.0,2.0,114.0,House,3.0,240.0
Armenia,2.0,2.0,98.0,Apartment,5.0,490.0
Armenia,2.0,2.0,82.0,Apartment,5.0,452.0
Armenia,5.0,4.0,355.0,House,3.0,1700.0
Armenia,3.0,3.0,141.0,Apartment,5.0,650.0
Armenia,3.0,2.0,114.0,House,3.0,260.0
Armenia,2.0,2.0,89.0,Apartment,5.0,658.9602
Armenia,2.0,2.0,53.0,Apartment,4.0,198.0
Armenia,3.0,3.0,73.0,Apartment,3.0,220.0
Armenia,3.0,3.0,156.0,Apartment,4.0,908.0
Armenia,3.0,3.0,79.0,Apartment,5.0,340.0
Armenia,3.0,2.0,45.0,Apartment,4.0,240.0
Armenia,3.0,3.0,115.69904419202666,Apartment,6.0,780.0
Armenia,3.0,2.0,68.0,Apartment,5.0,429.0
Armenia,3.0,2.0,78.0,Apartment,4.0,430.0
Armenia,4.0,4.0,300.0,House,5.0,1390.0
Armenia,3.0,3.0,126.0,House,4.0,470.0
Armenia,3.0,3.0,240.0,House,5.0,900.0
Armenia,3.0,2.0,77.0,Apartment,5.0,410.0
Armenia,1.0,1.0,38.0,Apartment,5.0,220.0
Armenia,2.0,2.0,58.0,Apartment,5.0,240.0
Armenia,3.0,2.0,97.0,Apartment,5.0,520.0
Armenia,3.0,2.0,97.0,Apartment,5.0,533.91
Armenia,3.0,4.0,250.0,House,6.0,1150.0
Armenia,3.0,3.0,112.58698174449576,Apartment,6.0,456.564545
Armenia,2.0,2.0,45.0,Apartment,5.0,215.0
Armenia,2.0,2.0,79.0,Apartment,6.0,0.199
Armenia,2.0,2.0,105.0,Apartment,5.0,520.0
Armenia,3.0,2.0,114.0,Apartment,5.0,700.0
Armenia,3.0,3.0,93.55045211274994,Apartment,4.0,135.0
Armenia,2.0,1.0,44.0,Apartment,4.0,120.0
Armenia,4.0,4.0,127.0,Apartment,4.0,260.000008
Armenia,13.0,9.0,380.0,House,3.0,1100.0
Armenia,3.0,2.0,115.0,Apartment,4.0,530.0
Armenia,3.0,2.0,84.0,Apartment,5.0,425.0
Armenia,3.0,2.0,58.0,Apartment,3.0,169.0
Armenia,3.0,2.0,55.0,Apartment,1.0,240.0
Armenia,2.0,2.0,75.0,Apartment,5.0,260.0
Armenia,3.0,3.0,105.99768731720133,Apartment,4.0,400.0
Armenia,4.0,3.0,157.0,Apartment,5.0,490.0
Armenia,2.0,2.0,46.0,Apartment,4.0,230.0
Armenia,6.0,3.0,420.0,House,5.0,1300.0
Armenia,3.0,3.0,300.0,House,6.0,1600.0
Armenia,2.0,2.0,72.0,House,3.0,180.0
Armenia,5.0,3.0,220.0,House,5.0,1600.0
Armenia,2.0,2.0,50.0,Apartment,3.0,175.0
Armenia,3.0,2.0,69.0,Apartment,5.0,310.0
Armenia,4.0,5.0,230.0,House,5.0,1390.122
Armenia,3.0,2.0,72.0,Apartment,6.0,460.070508
Armenia,2.0,1.0,57.0,Apartment,4.0,140.0
Armenia,3.0,2.0,68.0,Apartment,5.0,260.0
Armenia,2.0,1.0,43.0,Apartment,3.0,155.0
Armenia,6.0,4.0,240.0,House,5.0,600.0
Armenia,3.0,2.0,68.0,Apartment,5.0,440.0
Armenia,3.0,2.0,85.0,Apartment,5.0,300.0
Armenia,3.0,2.0,53.0,Apartment,3.0,145.0
Armenia,2.0,1.0,57.0,Apartment,4.0,215.0
Armenia,3.0,3.0,108.0,Apartment,6.0,330.0
Armenia,4.0,2.0,90.0,House,2.0,130.0
Armenia,3.0,5.0,330.0,House,5.0,1250.0
Armenia,2.0,2.0,48.0,Apartment,5.0,245.0
Armenia,3.0,2.0,83.0,Apartment,5.0,380.0
Armenia,3.0,2.0,60.0,Apartment,3.0,185.4
Armenia,4.0,2.0,310.0,House,4.0,850.0
Armenia,3.0,2.0,66.0,House,3.0,203.0
Armenia,2.0,3.0,114.0,Apartment,5.0,730.0
Armenia,3.0,2.0,65.0,Apartment,4.0,220.0
Armenia,3.0,3.0,188.0,Apartment,6.0,900.0
Armenia,2.0,2.0,56.0,Apartment,5.0,373.773173
Armenia,2.0,2.0,50.0,Apartment,4.0,215.0
Armenia,3.0,2.0,56.0,Apartment,4.0,240.0
Armenia,3.0,3.0,180.0,House,3.0,315.0
Armenia,3.0,3.0,120.0,Apartment,5.0,540.0
Armenia,3.0,2.0,83.0,Apartment,4.0,504.1
Armenia,7.0,5.0,341.0,House,6.0,1400.0
Armenia,3.0,2.0,90.0,Apartment,5.0,580.0
Armenia,3.0,3.0,157.0,House,5.0,580.0
Armenia,4.0,3.0,200.0,House,6.0,600.0
Armenia,5.0,4.0,320.0,House,6.0,1500.0
Armenia,2.0,1.0,43.0,Apartment,3.0,134.0
Armenia,3.0,3.0,128.87562136887286,House,6.0,504.0
Armenia,3.0,2.0,90.0,Apartment,4.0,245.0
Armenia,5.0,3.0,254.0,Apartment,5.0,850.0
Armenia,5.0,5.0,320.0,Apartment,4.0,1000.0
Armenia,4.0,3.0,187.0,House,3.0,700.0
Armenia,3.0,2.0,196.0,House,3.0,300.0
Armenia,3.0,1.0,64.0,Apartment,4.0,190.0
Armenia,4.0,2.0,106.0,Apartment,4.0,365.0
Armenia,3.0,3.0,98.0,House,5.0,450.0
Armenia,3.0,3.0,308.0,House,5.0,1450.0
Armenia,2.0,2.0,89.0,Apartment,5.0,470.0
Armenia,5.0,1.0,85.0,House,3.0,230.0
Armenia,3.0,2.0,57.0,Apartment,3.0,190.0
Armenia,4.0,3.0,136.5369979506821,House,4.0,640.0
Armenia,4.0,3.0,147.21267769310992,House,4.0,550.0
Armenia,1.0,1.0,50.0,Apartment,5.0,175.0
Armenia,3.0,2.0,79.0,Apartment,5.0,290.0
Armenia,4.0,3.0,140.0,House,5.0,525.0
Armenia,1.0,2.0,52.0,Apartment,6.0,355.82837
Armenia,9.0,6.0,410.0,House,3.0,650.0
Armenia,4.0,4.0,170.0,House,5.0,720.0
Armenia,4.0,3.0,170.0,Apartment,4.0,420.0
Armenia,3.0,2.0,74.0,Apartment,3.0,135.0
Armenia,2.0,3.0,78.37703574763071,Apartment,6.0,4975.0
Armenia,1.0,1.0,32.0,Apartment,4.0,185.0
Armenia,3.0,3.0,132.0,House,5.0,450.0
Armenia,3.0,3.0,110.0,Apartment,5.0,550.0
Armenia,3.0,2.0,61.0,Apartment,4.0,228.0
Armenia,3.0,2.0,80.0,Apartment,5.0,420.0
Armenia,3.0,3.0,108.05733248062798,Apartment,6.0,370.0
Armenia,3.0,2.0,70.0,Apartment,5.0,400.0
Armenia,2.0,2.0,47.0,Apartment,4.0,220.0
Armenia,3.0,3.0,155.93411313724425,House,6.0,1600.0
Armenia,3.0,3.0,140.0,Apartment,6.0,350.0
Armenia,3.0,3.0,96.40618543748684,Apartment,3.0,167.0
Armenia,3.0,3.0,145.0,Apartment,5.0,980.0
Armenia,3.0,4.0,137.0,House,5.0,550.0
Armenia,3.0,2.0,92.0,Apartment,5.0,360.0
Armenia,4.0,3.0,80.0,House,3.0,330.0
Armenia,1.0,1.0,24.0,Apartment,3.0,125.0
Armenia,3.0,3.0,200.0,House,3.0,305.0
Armenia,7.0,5.0,143.0,House,4.0,1200.0
Armenia,1.0,1.0,42.0,Apartment,4.0,250.0
Armenia,4.0,3.0,105.33694670062579,House,3.0,230.0
Armenia,3.0,3.0,212.0,House,5.0,1400.0
Armenia,3.0,3.0,113.0,House,3.0,450.0
Armenia,2.0,1.0,41.0,Apartment,2.0,120.0
Armenia,3.0,2.0,140.0,Apartment,5.0,520.0
Armenia,3.0,2.0,112.0,Apartment,4.0,320.37526
Armenia,3.0,3.0,126.0,Apartment,5.0,780.0
Armenia,3.0,2.0,57.0,Apartment,4.0,178.0
Armenia,3.0,5.0,239.0,House,6.0,1400.0
Armenia,3.0,2.0,84.0,Apartment,5.0,300.0
Armenia,1.0,1.0,28.0,Apartment,5.0,208.0
Armenia,3.0,3.0,93.0,Apartment,5.0,470.0
Armenia,2.0,1.0,44.0,Apartment,3.0,108.0
Armenia,5.0,4.0,170.0,House,3.0,550.0
Armenia,4.0,4.0,276.0,Apartment,6.0,650.0
Armenia,4.0,3.0,150.0,Apartment,5.0,480.0
Armenia,6.0,4.0,350.0,House,4.0,1200.0
Armenia,3.0,2.0,93.0,House,4.0,320.0
Armenia,2.0,2.0,67.0,Apartment,5.0,385.0
Armenia,1.0,1.0,36.0,Apartment,5.0,200.0
Armenia,5.0,3.0,175.0,House,1.0,400.0
Armenia,3.0,2.0,70.0,House,3.0,170.0
Armenia,1.0,1.0,36.0,Apartment,4.0,187.0
Armenia,3.0,3.0,102.0,Apartment,5.0,750.0
Armenia,3.0,3.0,164.4064806659499,House,5.0,2000.0
Armenia,2.0,1.0,55.0,Apartment,5.0,320.0
Armenia,3.0,3.0,120.0,Apartment,5.0,587.0
Armenia,6.0,4.0,288.0,House,4.0,600.0
Armenia,4.0,2.0,168.0,House,3.0,620.0
Armenia,3.0,2.0,64.0,Apartment,5.0,300.0
Armenia,3.0,1.0,51.0,Apartment,3.0,130.0
Armenia,4.0,3.0,85.0,House,5.0,350.0
Armenia,3.0,3.0,220.0,House,5.0,1050.0
Armenia,4.0,1.0,140.0,House,3.0,315.0
Armenia,3.0,2.0,72.0,Apartment,6.0,370.0
Armenia,3.0,3.0,104.0,Apartment,5.0,300.0
Armenia,2.0,2.0,48.0,Apartment,5.0,245.0
Armenia,3.0,2.0,58.0,Apartment,5.0,265.0
Armenia,3.0,3.0,140.0,House,5.0,850.0
Armenia,4.0,2.0,98.0,House,4.0,390.0
Armenia,3.0,2.0,94.99313268894393,Apartment,3.0,129.0
Armenia,3.0,4.0,350.0,House,6.0,1400.0
Armenia,3.0,2.0,78.0,Apartment,4.0,455.0
Armenia,4.0,3.0,144.0,Apartment,5.0,750.0
Armenia,3.0,3.0,70.0,House,5.0,340.0
Armenia,3.0,2.0,98.0,Apartment,5.0,550.0
Armenia,4.0,2.0,86.0,Apartment,4.0,290.0
Armenia,3.0,2.0,94.99313268894393,Apartment,3.0,130.0
Armenia,3.0,2.0,62.0,Apartment,5.0,250.0
Armenia,3.0,2.0,82.0,Apartment,5.0,240.0
Armenia,3.0,3.0,73.0,House,3.0,260.0
Armenia,3.0,2.0,113.0,Apartment,4.0,300.0
Armenia,3.0,5.0,200.0,Apartment,6.0,820.0
Armenia,3.0,4.0,300.0,House,6.0,1900.0
Armenia,3.0,2.0,75.0,Apartment,5.0,450.0
Armenia,3.0,3.0,140.0,House,5.0,525.0
Armenia,5.0,5.0,175.0,Apartment,5.0,530.0
Armenia,3.0,2.0,144.0,House,5.0,520.0
Armenia,3.0,3.0,275.0,House,4.0,1300.0
Armenia,3.0,4.0,304.0,Apartment,5.0,1200.0
Armenia,3.0,2.0,117.0,Apartment,6.0,803.116303
Armenia,2.0,1.0,60.0,Apartment,5.0,280.0
Armenia,3.0,3.0,160.0,House,5.0,510.0
Armenia,3.0,3.0,90.0,Apartment,5.0,350.0
Armenia,3.0,2.0,90.0,Apartment,4.0,380.0
Armenia,3.0,2.0,82.0,Apartment,6.0,535.155927
Armenia,6.0,4.0,294.0,House,4.0,850.0
Armenia,1.0,1.0,31.0,Apartment,4.0,160.0
Armenia,4.0,3.0,127.0,House,5.0,480.0
Armenia,1.0,1.0,38.0,Apartment,4.0,198.0
Armenia,3.0,2.0,69.0,Apartment,3.0,165.0
Armenia,4.0,3.0,113.73597596086225,House,3.0,320.0
Armenia,3.0,3.0,93.79171684983461,Apartment,4.0,206.0
Armenia,3.0,1.0,53.0,Apartment,3.0,120.0
Armenia,3.0,3.0,110.0,House,5.0,390.0
Armenia,3.0,3.0,108.0,Apartment,6.0,515.0
Armenia,3.0,2.0,102.0,Apartment,6.0,585.0
Armenia,2.0,2.0,45.0,Apartment,3.0,230.0
Armenia,3.0,3.0,96.40618543748684,Apartment,3.0,165.0
Armenia,3.0,3.0,96.88050004613461,Apartment,5.0,240.0
Armenia,3.0,2.0,124.0,Apartment,5.0,490.0
Armenia,3.0,2.0,108.0,Apartment,5.0,435.0
Armenia,4.0,3.0,120.0,Apartment,5.0,330.0
Armenia,3.0,4.0,192.0,Apartment,6.0,860.0
Armenia,5.0,3.0,107.0,Apartment,4.0,180.0
Armenia,2.0,2.0,84.0,Apartment,6.0,480.0
Armenia,6.0,7.0,345.0,House,6.0,2200.0
Armenia,3.0,3.0,250.0,House,5.0,650.0
Armenia,1.0,1.0,27.0,Apartment,3.0,93.0
Armenia,1.0,1.0,37.0,Apartment,4.0,165.0
Armenia,3.0,3.0,110.98529409418248,House,6.0,255.0
Armenia,3.0,4.0,414.0,House,5.0,900.0
Armenia,3.0,3.0,125.0,House,4.0,450.0
Armenia,3.0,2.0,98.0,Apartment,5.0,525.0
Armenia,3.0,2.0,98.0,Apartment,4.0,230.0
Armenia,4.0,5.0,380.0,House,6.0,2400.0
Armenia,2.0,2.0,84.0,Apartment,6.0,460.0
Armenia,5.0,6.0,346.0,Apartment,5.0,1300.0
Armenia,3.0,2.0,71.0,Apartment,5.0,450.0
Armenia,10.0,5.0,370.0,House,3.0,650.0
Armenia,4.0,2.0,220.0,House,5.0,1100.0
Armenia,3.0,2.0,74.0,Apartment,4.0,265.0
Armenia,3.0,2.0,87.0,Apartment,4.0,300.0
Armenia,2.0,1.0,43.0,Apartment,3.0,100.0
Armenia,2.0,2.0,68.0,Apartment,5.0,371.0
Armenia,3.0,2.0,52.0,Apartment,4.0,250.0
Armenia,3.0,3.0,150.0,House,4.0,490.0
Armenia,5.0,7.0,1.0,House,5.0,2600.0
Armenia,3.0,2.0,144.0,House,3.0,520.0
Armenia,2.0,1.0,65.0,Apartment,3.0,160.0
Armenia,3.0,2.0,86.0,Apartment,3.0,270.0
Armenia,2.0,2.0,45.0,Apartment,3.0,190.0
Armenia,2.0,1.0,41.0,Apartment,2.0,130.0
Armenia,3.0,1.0,90.0,House,3.0,280.0
Armenia,1.0,1.0,39.0,Apartment,5.0,220.0
Armenia,4.0,6.0,517.0,House,5.0,1400.0
Armenia,3.0,1.0,70.0,Apartment,1.0,180.0
Armenia,4.0,5.0,300.0,House,6.0,1500.0
Armenia,3.0,2.0,70.0,House,3.0,180.0
Armenia,3.0,2.0,72.0,Apartment,5.0,380.0
Armenia,3.0,4.0,288.0,House,6.0,1000.0
Armenia,3.0,1.0,55.0,Apartment,4.0,225.0
Armenia,3.0,1.0,72.0,House,2.0,155.0
Armenia,2.0,2.0,49.0,Apartment,4.0,260.0
Armenia,3.0,2.0,111.0,Apartment,5.0,600.0
Armenia,4.0,2.0,130.0,House,5.0,550.0
Armenia,3.0,2.0,56.0,Apartment,3.0,160.0
Armenia,1.0,1.0,29.0,Apartment,4.0,155.0
Armenia,3.0,2.0,140.0,House,5.0,800.0
Armenia,4.0,2.0,95.0,House,5.0,370.0
Armenia,3.0,2.0,101.0,Apartment,5.0,529.9
Armenia,1.0,1.0,25.0,Apartment,4.0,130.0
Armenia,3.0,2.0,79.0,Apartment,5.0,400.0
Armenia,3.0,2.0,60.0,Apartment,3.0,195.0
Armenia,3.0,2.0,101.0,Apartment,5.0,520.0
Armenia,3.0,3.0,94.0,House,4.0,338.0
Armenia,4.0,5.0,500.0,House,6.0,3600.0
Armenia,3.0,2.0,55.0,Apartment,3.0,170.0
Armenia,4.0,3.0,101.0,Apartment,6.0,450.0
Armenia,4.0,5.0,270.0,House,5.0,1500.0
Armenia,3.0,1.0,60.0,House,2.0,188.0
Armenia,13.0,15.0,3.0,House,3.0,7500.0
Armenia,3.0,2.0,57.0,Apartment,3.0,165.0
Armenia,4.0,2.0,160.0,House,3.0,230.0
Armenia,3.0,4.0,146.0,Apartment,6.0,533.2965
Armenia,3.0,2.0,93.0,Apartment,5.0,500.0
Armenia,3.0,2.0,60.0,House,3.0,160.0
Armenia,4.0,4.0,360.0,House,5.0,1300.0
Armenia,3.0,2.0,94.82244353141824,Apartment,2.0,93.0
Armenia,2.0,2.0,53.0,Apartment,3.0,175.0
Armenia,2.0,2.0,85.0,Apartment,4.0,410.0
Armenia,2.0,2.0,48.0,Apartment,5.0,245.0
Armenia,4.0,4.0,147.0,House,4.0,590.0
Armenia,2.0,2.0,45.0,Apartment,4.0,180.0
Armenia,3.0,3.0,323.0,House,5.0,2850.0
Armenia,4.0,4.0,230.0,House,5.0,1200.0
Armenia,3.0,2.0,58.0,Apartment,3.0,130.0
Armenia,3.0,3.0,96.46474260562672,Apartment,5.0,210.0
Armenia,4.0,5.0,330.0,House,5.0,750.0
Armenia,3.0,4.0,260.0,House,6.0,1250.0
Armenia,2.0,2.0,59.0,Apartment,5.0,230.0
Armenia,1.0,2.0,50.0,Apartment,5.0,250.0
Armenia,3.0,2.0,101.0,House,5.0,370.0
Armenia,3.0,3.0,108.0,Apartment,4.0,330.0
Armenia,4.0,3.0,151.52851880009237,House,3.0,1600.0
Armenia,2.0,2.0,60.0,Apartment,6.0,290.0
Armenia,2.0,2.0,48.0,Apartment,4.0,250.0
Armenia,1.0,1.0,55.0,Apartment,5.0,230.0
Armenia,3.0,3.0,113.0,Apartment,5.0,330.0
Armenia,2.0,1.0,45.0,Apartment,2.0,140.0
Armenia,3.0,2.0,50.0,Apartment,2.0,190.0
Armenia,4.0,2.0,100.0,Apartment,5.0,300.0
Armenia,3.0,1.0,49.0,Apartment,2.0,130.0
Armenia,3.0,2.0,54.0,Apartment,5.0,259.68
Armenia,2.0,2.0,55.0,Apartment,5.0,350.0
Armenia,3.0,2.0,104.0,Apartment,5.0,460.0
Armenia,4.0,3.0,196.0,House,5.0,650.0
Armenia,1.0,1.0,38.0,Apartment,3.0,190.0
Armenia,3.0,3.0,73.0,Apartment,5.0,220.0
Armenia,4.0,3.0,85.0,Apartment,4.0,270.0
Armenia,3.0,2.0,70.0,Apartment,5.0,310.0
Armenia,2.0,1.0,43.0,Apartment,3.0,135.0
Armenia,3.0,2.0,80.0,Apartment,5.0,290.0
Armenia,6.0,7.0,324.0,House,6.0,950.0
Armenia,2.0,2.0,47.0,Apartment,4.0,180.0
Armenia,4.0,4.0,155.0,House,5.0,620.0
Armenia,3.0,2.0,59.0,Apartment,5.0,260.0
Armenia,1.0,1.0,48.0,Apartment,4.0,230.0
Armenia,3.0,2.0,70.0,Apartment,3.0,180.0
Armenia,2.0,2.0,80.0,Apartment,5.0,280.0
Armenia,3.0,4.0,120.0,Apartment,5.0,680.0
Armenia,4.0,3.0,230.0,House,5.0,620.0
Armenia,3.0,3.0,121.0,Apartment,5.0,646.327
Armenia,4.0,3.0,115.0,House,3.0,400.0
Armenia,3.0,2.0,49.0,Apartment,3.0,220.0
Armenia,2.0,1.0,45.0,Apartment,4.0,140.0
Armenia,3.0,1.0,72.0,House,2.0,105.0
Armenia,3.0,5.0,460.0,House,6.0,1450.0
Armenia,3.0,3.0,124.0,Apartment,5.0,420.0
Armenia,4.0,4.0,115.0,Apartment,5.0,320.0
Armenia,5.0,5.0,590.0,House,5.0,950.0
