Location,Bedrooms,Bathrooms,Type,Stratum,Area_transformed_log,Price_transformed_log
Armenia,3,3,Apartment,4.0,4.6913478822291435,5.802118375377063
Armenia,4,3,House,3.0,5.027351587088748,7.3783837129967145
Armenia,2,2,Apartment,6.0,4.110873864173311,5.673323267171493
Armenia,2,2,Apartment,4.0,3.8918202981106265,5.5254529391317835
Armenia,3,3,Apartment,5.0,4.736198448394496,5.802118375377063
Armenia,2,1,Apartment,2.0,3.828641396489095,4.948759890378168
Armenia,3,2,Apartment,2.0,3.9318256327243257,5.25227342804663
Armenia,4,2,Apartment,5.0,4.61512051684126,5.707110264748875
Armenia,3,1,Apartment,2.0,3.912023005428146,4.875197323201151
Armenia,3,2,Apartment,5.0,4.007333185232471,5.56329360146418
Armenia,2,2,Apartment,5.0,4.02535169073515,5.860786223465865
Armenia,3,2,Apartment,5.0,4.653960350157523,6.133398042996649
Armenia,4,3,House,5.0,5.2832037287379885,6.478509642208569
Armenia,3,3,Apartment,5.0,4.30406509320417,5.3981627015177525
Armenia,4,3,Apartment,4.0,4.454347296253507,5.602118820879701
Armenia,3,2,Apartment,5.0,4.2626798770413155,5.739792912179234
Armenia,2,1,Apartment,3.0,3.784189633918261,4.912654885736052
Armenia,3,2,Apartment,5.0,4.394449154672439,5.673323267171493
Armenia,2,2,Apartment,4.0,3.871201010907891,5.198497031265826
Armenia,4,4,House,5.0,5.049856007249537,6.431331081933479
Armenia,3,2,Apartment,5.0,4.0943445622221,5.564520407322694
Armenia,3,2,Apartment,3.0,4.2626798770413155,5.198497031265826
Armenia,2,2,Apartment,5.0,4.394449154672439,5.638354669333745
Armenia,3,4,Apartment,5.0,4.795790545596741,6.523562306149512
Armenia,4,3,House,5.0,5.442417710521793,6.431331081933479
Armenia,3,3,Apartment,5.0,4.804021044733257,6.472851576407185
Armenia,4,3,House,3.0,4.7535901911063645,5.993961427306569
Armenia,3,2,Apartment,3.0,3.912023005428146,5.3981627015177525
Armenia,2,1,Apartment,4.0,3.828641396489095,4.948759890378168
Armenia,3,1,House,2.0,4.290459441148391,4.663439094112067
Armenia,3,3,Apartment,5.0,4.8283137373023015,6.042632833682381
Armenia,4,4,Apartment,5.0,4.7535901911063645,5.771441123130016
Armenia,2,1,Apartment,3.0,3.7376696182833684,4.804021044733257
Armenia,3,2,House,4.0,4.574710978503383,6.042632833682381
Armenia,3,2,Apartment,3.0,4.060443010546419,5.017279836814924
Armenia,3,2,House,3.0,4.553876891600541,5.771441123130016
Armenia,3,2,Apartment,5.0,4.59511985013459,5.564520407322694
Armenia,3,2,House,3.0,4.51085950651685,5.638354669333745
Armenia,2,2,Apartment,5.0,4.189654742026425,5.860786223465865
Armenia,2,1,Apartment,3.0,3.8066624897703196,4.795790545596741
Armenia,4,4,House,5.0,5.8888779583328805,7.496097345175956
Armenia,5,3,House,4.0,6.077642243349034,6.90875477931522
Armenia,3,2,Apartment,5.0,4.51085950651685,6.338594078203183
Armenia,4,4,House,4.0,4.795790545596741,6.255750041753367
Armenia,3,3,House,5.0,5.755742213586912,7.1316985104669115
Armenia,4,3,House,5.0,5.337538079701318,6.621405651764134
Armenia,3,2,Apartment,5.0,4.74493212836325,6.53813982376767
