Location,Bedrooms,Bathrooms,Type,Stratum,Area_transformed_log,Price_transformed_log
Bogota,4,4,House,4.0,5.14166355650266,6.530877627725885
Bogota,3,3,House,4.0,5.099866427824199,6.792344427470809
Bogota,3,4,Apartment,6.0,5.666426688112432,7.937731775260109
Bogota,3,4,Apartment,6.0,5.342334251964811,6.994849985833071
Bogota,3,1,House,3.0,4.90527477843843,6.398594934535208
Bogota,3,3,House,4.0,4.998849429157542,7.313886831633462
Bogota,3,2,Apartment,6.0,4.74493212836325,6.68586094706836
Bogota,3,3,Apartment,4.0,4.639751963034864,6.274762021241939
Bogota,3,3,House,6.0,5.4638318050256105,7.313886831633462
Bogota,2,2,Apartment,4.0,3.8066624897703196,5.442417710521793
Bogota,3,4,House,6.0,5.54907608489522,7.0909098220799835
Bogota,3,3,House,4.0,4.5217885770490405,6.175867270105761
Bogota,3,4,House,5.0,6.311734809152915,8.071218539969863
Bogota,3,2,Apartment,6.0,4.962844630259907,7.237778191923443
Bogota,3,3,Apartment,6.0,5.648974238161206,7.741099090035366
Bogota,4,3,House,3.0,4.6443908991413725,5.8289456176102075
Bogota,4,3,House,4.0,5.293304824724492,6.7464121285733745
Bogota,4,4,House,6.0,5.948034989180646,8.006700845440367
Bogota,4,4,House,5.0,5.541263545158426,6.8885724595653635
Bogota,3,2,Apartment,3.0,4.290459441148391,5.922114468973189
Bogota,3,4,House,5.0,5.14166355650266,6.710523109452428
Bogota,3,4,Apartment,6.0,5.54907608489522,7.762596048540069
Bogota,2,3,Apartment,6.0,5.0238805208462765,7.601402334583733
Bogota,3,2,Apartment,3.0,4.23410650459726,5.973809611869261
Bogota,3,3,House,4.0,4.48863636973214,5.978885764901122
Bogota,3,2,Apartment,4.0,4.07753744390572,5.802118375377063
Bogota,3,3,Apartment,3.0,4.127134385045092,5.5909869805108565
Bogota,4,4,House,5.0,5.3940846525874875,8.131824785007195
Bogota,5,4,House,6.0,5.459585514144159,7.496097345175956
Bogota,3,4,House,6.0,5.214935757608986,6.660575149839686
Bogota,3,2,Apartment,5.0,4.653960350157523,6.647688373563329
Bogota,3,4,House,5.0,5.081404364984463,6.93828448401696
Bogota,4,2,House,3.0,4.442651256490317,5.945420608606575
Bogota,3,3,Apartment,6.0,5.802118375377063,8.006700845440367
Bogota,3,1,House,2.0,4.0943445622221,5.442417710521793
Bogota,2,3,Apartment,5.0,5.099866427824199,6.68586094706836
Bogota,2,2,Apartment,6.0,4.477336814478207,6.19644412779452
Bogota,3,2,Apartment,3.0,4.499809670330265,5.817111159963204
Bogota,2,1,Apartment,3.0,3.6109179126442243,5.442417710521793
Bogota,4,2,House,3.0,5.062595033026967,6.478509642208569
Bogota,2,2,Apartment,6.0,4.6913478822291435,6.698268054115413
Bogota,3,4,Apartment,6.0,5.14166355650266,6.825460036255307
Bogota,2,2,Apartment,4.0,4.23410650459726,6.1316611776012655
Bogota,4,4,House,6.0,5.963579343618446,8.268988209506656
Bogota,3,3,Apartment,6.0,4.7144037099581055,6.508769136971682
Bogota,3,3,House,5.0,5.337538079701318,6.68586094706836
Bogota,4,4,House,5.0,5.746203190540153,7.1316985104669115
Bogota,3,3,Apartment,6.0,4.9344739331306915,6.55250788703459
Bogota,4,4,House,3.0,5.056245805348308,6.133398042996649
Bogota,3,4,House,6.0,5.209486152841421,7.0909098220799835
Bogota,3,3,Apartment,4.0,4.867534450455582,6.580639137284949
Bogota,2,2,Apartment,4.0,4.143134726391533,6.439350371100098
Bogota,3,2,Apartment,4.0,4.204692619390966,6.154858094016418
Bogota,4,4,Apartment,6.0,5.641907070938114,7.3783837129967145
Bogota,3,2,House,4.0,5.75890177387728,7.175045850785855
Bogota,3,3,Apartment,6.0,5.351858133476067,7.170888478512505
Bogota,2,2,Apartment,3.0,4.127134385045092,5.69035945432406
Bogota,2,2,Apartment,6.0,4.430816798843313,6.284134161070802
Bogota,3,4,House,6.0,5.673323267171493,7.3783837129967145
Bogota,3,2,Apartment,3.0,4.497046933682446,5.760931258820155
Bogota,3,3,Apartment,6.0,4.875197323201151,6.478509642208569
Bogota,2,2,Apartment,6.0,4.02535169073515,6.111467339502679
Bogota,3,2,House,4.0,4.2626798770413155,5.777652323222656
Bogota,2,1,Apartment,4.0,3.9318256327243257,5.564520407322694
Bogota,3,4,Apartment,6.0,5.170483995038151,7.170888478512505
Bogota,3,3,Apartment,6.0,5.123963979403259,6.906754778648554
Bogota,3,4,House,5.0,5.0106352940962555,6.803505257608338
Bogota,3,3,Apartment,6.0,5.054566262726103,7.741099090035366
Bogota,3,2,House,5.0,5.017279836814924,6.803505257608338
Bogota,3,2,Apartment,4.0,4.485570736729501,5.968707559985366
Bogota,3,3,Apartment,5.0,4.890349128221754,6.621405651764134
Bogota,2,3,Apartment,6.0,4.7535901911063645,6.35088571671474
Bogota,4,3,House,5.0,5.198497031265826,6.898714534329988
Bogota,3,2,Apartment,6.0,4.976733742420574,7.048386408721883
Bogota,3,2,Apartment,3.0,4.174387269895637,5.66988092298052
Bogota,3,3,House,4.0,4.605170185988092,6.274762021241939
Bogota,3,2,Apartment,3.0,4.487300484644533,5.700443573390687
Bogota,2,2,House,3.0,4.663439094112067,6.19644412779452
Bogota,3,3,Apartment,5.0,5.017279836814924,6.7464121285733745
Bogota,3,3,House,5.0,5.026591998201553,7.170888478512505
Bogota,4,2,House,3.0,4.2626798770413155,5.41610040220442
Bogota,4,3,House,3.0,4.795790545596741,6.478509642208569
Bogota,4,2,House,3.0,4.553876891600541,5.655991810819852
Bogota,2,2,Apartment,6.0,4.983606621708336,6.2166061010848646
Bogota,4,3,House,4.0,5.5254529391317835,6.7464121285733745
Bogota,3,2,Apartment,4.0,4.875197323201151,6.673297967767654
Bogota,4,4,House,5.0,5.638354669333745,7.280008252884188
Bogota,3,3,Apartment,4.0,4.68213122712422,6.1224928095143865
Bogota,3,2,Apartment,6.0,4.51085950651685,6.255750041753367
Bogota,3,4,Apartment,6.0,5.3230099791384085,7.496097345175956
Bogota,3,4,House,5.0,5.247024072160486,6.63200177739563
Bogota,3,3,House,4.0,4.663439094112067,6.042632833682381
Bogota,3,3,House,4.0,4.48863636973214,5.948557046096705
Bogota,2,2,Apartment,3.0,3.828641396489095,5.3471075307174685
Bogota,2,3,Apartment,6.0,5.332718793265369,7.550135342488429
Bogota,2,3,Apartment,6.0,5.017279836814924,7.0909098220799835
Bogota,3,3,Apartment,6.0,5.176149732573829,6.825460036255307
Bogota,3,3,Apartment,6.0,4.983606621708336,7.00397413672268
Bogota,4,2,House,3.0,4.836281906951478,6.042632833682381
Bogota,4,4,Apartment,5.0,4.912654885736052,6.373319789577012
Bogota,4,4,House,3.0,4.700480365792417,6.2166061010848646
Bogota,2,1,Apartment,3.0,3.7612001156935624,5.198497031265826
Bogota,5,4,House,5.0,5.484796933490655,7.550135342488429
Bogota,3,3,Apartment,4.0,4.3694478524670215,5.993961427306569
Bogota,3,3,Apartment,6.0,5.616771097666572,7.844240718141811
Bogota,3,3,House,6.0,5.286364509969671,8.294299608857235
Bogota,3,2,Apartment,4.0,4.499809670330265,6.431331081933479
Bogota,4,2,House,3.0,5.081404364984463,6.580639137284949
Bogota,4,3,House,4.0,4.948759890378168,6.716594773520978
Bogota,3,3,House,5.0,5.37989735354046,6.790097235513905
Bogota,4,4,House,6.0,5.799092654460526,7.783640596221253
Bogota,3,2,Apartment,4.0,4.343805421853684,5.8888779583328805
Bogota,3,2,Apartment,6.0,4.5217885770490405,6.660575149839686
Bogota,4,4,House,5.0,5.3981627015177525,7.170888478512505
Bogota,3,3,Apartment,6.0,5.198497031265826,7.004881989712859
Bogota,2,1,Apartment,4.0,4.110873864173311,5.602118820879701
Bogota,4,3,Apartment,5.0,5.337538079701318,7.048386408721883
Bogota,3,4,House,6.0,5.54907608489522,7.0909098220799835
Bogota,3,3,Apartment,6.0,5.0689042022202315,6.679599185844383
Bogota,5,1,House,2.0,6.315358001522335,7.0909098220799835
Bogota,3,3,Apartment,6.0,5.087596335232384,6.398594934535208
Bogota,3,4,Apartment,6.0,4.812184355372417,6.673297967767654
Bogota,4,3,House,5.0,5.5254529391317835,7.170888478512505
Bogota,5,3,House,3.0,5.198497031265826,6.364750756851911
Bogota,3,3,House,3.0,4.51085950651685,5.564520407322694
Bogota,3,4,Apartment,6.0,6.040254711277414,8.294299608857235
Bogota,3,4,Apartment,5.0,5.993961427306569,8.268988209506656
Bogota,4,2,House,2.0,4.3694478524670215,5.5254529391317835
Bogota,3,3,House,3.0,4.51085950651685,5.638354669333745
Bogota,4,1,House,2.0,4.290459441148391,4.836281906951478
Bogota,2,3,Apartment,6.0,4.6913478822291435,7.2868764117507
Bogota,5,3,House,3.0,5.5254529391317835,7.208600337960199
Bogota,5,4,House,5.0,5.337538079701318,7.0909098220799835
Bogota,3,2,House,3.0,4.442651256490317,5.929589143389895
Bogota,4,4,Apartment,6.0,5.442417710521793,7.409136443920128
Bogota,3,3,Apartment,4.0,4.59511985013459,6.478509642208569
Bogota,2,1,Apartment,3.0,3.9318256327243257,5.564520407322694
Bogota,3,3,House,6.0,5.7899601708972535,7.280008252884188
Bogota,3,4,Apartment,6.0,5.19295685089021,7.362645270417825
Bogota,4,4,Apartment,4.0,5.375278407684165,7.00397413672268
Bogota,2,4,Apartment,6.0,5.1298987149230735,7.523481312573497
Bogota,3,3,Apartment,6.0,4.890349128221754,6.621405651764134
Bogota,3,2,Apartment,5.0,4.394449154672439,6.089044875446846
Bogota,3,2,Apartment,3.0,4.02535169073515,5.37989735354046
Bogota,3,2,House,4.0,5.303304908059076,6.898714534329988
Bogota,4,3,House,3.0,4.997212273764115,5.703782474656201
Bogota,4,4,Apartment,6.0,5.41610040220442,7.714677473800927
Bogota,3,2,Apartment,6.0,4.795790545596741,6.523562306149512
Bogota,4,4,Apartment,6.0,5.552959584921617,7.647786045440933
Bogota,4,3,House,6.0,6.154858094016418,8.071218539969863
Bogota,3,3,House,5.0,4.895099752224631,6.8885724595653635
Bogota,2,2,House,6.0,4.61512051684126,6.621405651764134
Bogota,5,4,House,6.0,5.993961427306569,8.161089512845797
Bogota,3,4,Apartment,6.0,5.170483995038151,6.957497370876951
Bogota,4,2,House,3.0,4.762173934797756,5.993961427306569
Bogota,3,3,House,5.0,5.043425116919247,6.54534966033442
Bogota,4,4,House,4.0,5.4638318050256105,6.898704443461719
Bogota,5,4,House,4.0,5.973809611869261,7.1316985104669115
Bogota,3,2,House,2.0,4.143134726391533,5.25227342804663
Bogota,3,2,Apartment,3.0,4.150753381646281,5.5254529391317835
Bogota,3,3,Apartment,4.0,4.580018789893005,5.945813201688893
Bogota,4,4,House,5.0,4.927253685157205,6.660575149839686
Bogota,3,2,Apartment,4.0,4.795790545596741,6.054439346269371
Bogota,2,3,Apartment,5.0,4.3694478524670215,6.493753839851686
Bogota,2,4,House,3.0,4.948759890378168,6.39024066706535
Bogota,5,2,House,2.0,5.638354669333745,6.111467339502679
Bogota,3,2,House,3.0,4.499809670330265,5.874649792516147
Bogota,3,3,Apartment,6.0,5.4680601411351315,7.409136443920128
Bogota,3,2,Apartment,4.0,4.3694478524670215,6.236369590203704
Bogota,4,3,House,3.0,5.043425116919247,6.523562306149512
Bogota,4,4,House,4.0,5.707110264748875,6.85751406254539
Bogota,3,3,Apartment,6.0,5.438079308923196,7.208600337960199
Bogota,2,3,Apartment,6.0,5.0689042022202315,7.0909098220799835
Bogota,3,3,Apartment,6.0,5.602118820879701,7.550135342488429
Bogota,4,2,House,6.0,5.993961427306569,8.517393171418904
Bogota,4,3,House,3.0,4.394449154672439,5.910796644040527
Bogota,3,3,Apartment,6.0,4.76443400875638,6.8885724595653635
Bogota,2,1,House,2.0,3.713572066704308,4.927253685157205
Bogota,5,3,House,4.0,5.3981627015177525,6.769641976852503
Bogota,4,3,House,5.0,5.8916442118257715,7.0909098220799835
Bogota,4,3,House,5.0,5.25227342804663,6.660575149839686
Bogota,4,3,House,5.0,5.484796933490655,7.0909098220799835
Bogota,4,4,Apartment,6.0,5.75890177387728,8.46611040118692
Bogota,3,4,Apartment,6.0,5.159055299214529,7.804251383528112
Bogota,3,4,House,4.0,5.159055299214529,6.19644412779452
Bogota,3,3,House,6.0,4.949147125580048,6.329720905522696
Bogota,3,3,House,5.0,4.92316287614621,7.155396301896734
Bogota,4,3,House,2.0,4.8781268525845265,6.364750756851911
Bogota,4,2,House,3.0,4.110873864173311,5.707110264748875
Bogota,2,3,Apartment,6.0,4.912654885736052,6.53813982376767
Bogota,2,4,Apartment,6.0,5.187385805840755,7.280008252884188
Bogota,3,3,Apartment,6.0,4.8283137373023015,6.621405651764134
Bogota,4,2,Apartment,4.0,4.5217885770490405,6.066108090103747
Bogota,3,3,Apartment,6.0,5.455321115357702,7.438971592395862
Bogota,4,2,House,2.0,4.629332574432632,5.655991810819852
Bogota,4,2,House,2.0,4.61512051684126,5.564520407322694
Bogota,4,2,House,3.0,5.501258210544727,6.53813982376767
Bogota,3,2,Apartment,3.0,3.970291913552122,5.25227342804663
Bogota,4,4,House,5.0,5.802118375377063,7.280008252884188
Bogota,2,2,Apartment,5.0,4.110873864173311,5.981414211254481
Bogota,3,4,Apartment,6.0,4.709530201312334,7.187817771020453
Bogota,2,2,Apartment,5.0,4.248495242049359,5.993961427306569
Bogota,3,2,Apartment,4.0,4.3694478524670215,5.765181698351908
Bogota,3,3,Apartment,5.0,5.14166355650266,7.155396301896734
Bogota,2,1,Apartment,3.0,3.784189633918261,5.219815138393079
Bogota,4,3,House,3.0,5.069273536313418,6.803505257608338
Bogota,4,1,House,3.0,5.043425116919247,6.478509642208569
Bogota,2,3,Apartment,6.0,5.3981627015177525,7.467942332285852
Bogota,2,3,Apartment,6.0,4.653960350157523,6.734591659972948
Bogota,4,3,Apartment,6.0,5.996452088619021,8.412054873292933
Bogota,3,2,Apartment,4.0,4.276666119016055,5.755742213586912
Bogota,2,1,House,2.0,4.060443010546419,5.25227342804663
Bogota,3,2,Apartment,4.0,4.356708826689592,5.860786223465865
Bogota,3,3,House,6.0,5.493061443340548,6.7464121285733745
Bogota,4,4,House,5.0,5.4638318050256105,6.985641817639208
Bogota,2,2,Apartment,6.0,4.787491742782046,6.68586094706836
Bogota,3,2,House,3.0,4.23410650459726,5.529429087511423
Bogota,3,2,Apartment,4.0,4.736198448394496,6.255750041753367
Bogota,3,1,Apartment,2.0,3.8918202981106265,5.0689042022202315
Bogota,3,3,House,5.0,5.25227342804663,6.621405651764134
Bogota,2,2,Apartment,4.0,4.07753744390572,5.638354669333745
Bogota,3,2,House,3.0,5.123963979403259,6.154858094016418
Bogota,5,4,House,5.0,5.337538079701318,6.864146397405475
Bogota,5,3,House,3.0,5.241747015059643,6.2166061010848646
Bogota,2,2,Apartment,6.0,4.59511985013459,6.846943139585379
Bogota,5,2,House,4.0,5.351858133476067,6.883462586413092
Bogota,3,3,Apartment,6.0,5.017279836814924,6.803505257608338
Bogota,2,3,Apartment,6.0,5.017279836814924,7.307202314764738
Bogota,4,4,House,5.0,5.87493073085203,8.003363058629947
Bogota,2,2,Apartment,6.0,4.976733742420574,6.825460036255307
Bogota,4,4,House,4.0,5.153291594497779,6.621405651764134
Bogota,3,4,House,6.0,4.9344739331306915,7.312553498102598
Bogota,3,2,Apartment,4.0,4.553876891600541,6.111467339502679
Bogota,4,4,House,4.0,4.941642422609304,6.594413459749778
Bogota,2,3,Apartment,6.0,4.875197323201151,6.957497370876951
Bogota,2,3,Apartment,6.0,5.10594547390058,7.280008252884188
Bogota,2,3,Apartment,6.0,4.343805421853684,6.508769136971682
Bogota,2,2,Apartment,4.0,4.343805421853684,5.916202062607435
Bogota,3,2,House,3.0,4.709530201312334,6.111467339502679
Bogota,4,4,Apartment,6.0,6.2166061010848646,7.601901959875166
Bogota,4,2,House,4.0,6.214608098422191,6.85751406254539
Bogota,3,3,Apartment,4.0,4.642608812700302,6.486160788944089
Bogota,3,3,Apartment,6.0,5.69035945432406,8.071218539969863
Bogota,3,3,House,5.0,5.293304824724492,6.825460036255307
Bogota,5,4,House,6.0,5.8888779583328805,7.43307534889858
Bogota,4,4,Apartment,6.0,5.017279836814924,7.170888478512505
Bogota,3,2,Apartment,4.0,4.0943445622221,5.775482788821392
Bogota,2,3,Apartment,6.0,4.394449154672439,6.19644412779452
Bogota,4,2,House,4.0,5.332718793265369,7.00397413672268
Bogota,2,2,Apartment,4.0,4.23410650459726,5.916202062607435
Bogota,3,3,Apartment,5.0,5.049856007249537,6.477871958132519
Bogota,2,1,Apartment,5.0,3.912023005428146,6.042632833682381
Bogota,4,3,House,3.0,4.653960350157523,5.991464547107982
Bogota,2,2,Apartment,4.0,4.465908118654584,6.274762021241939
Bogota,3,3,House,6.0,4.934303417424703,6.90875477931522
Bogota,4,4,Apartment,4.0,5.220355825078324,6.803505257608338
Bogota,3,2,House,3.0,4.5236663385989,5.583496308781699
Bogota,4,4,House,6.0,5.594711379601839,7.048386408721883
Bogota,3,3,Apartment,6.0,5.198497031265826,6.803505257608338
Bogota,3,3,House,4.0,5.225746673713202,6.78105762593618
Bogota,4,4,House,6.0,5.955837369464831,7.496097345175956
Bogota,3,3,Apartment,4.0,4.727387818712341,6.621405651764134
Bogota,3,4,Apartment,6.0,5.241747015059643,7.467942332285852
Bogota,3,3,Apartment,6.0,4.74493212836325,7.138073034044347
Bogota,4,4,House,4.0,5.697093486505405,6.85751406254539
Bogota,2,2,Apartment,4.0,4.382026634673881,6.580639137284949
Bogota,4,3,House,4.0,5.389071729816501,6.53813982376767
Bogota,3,3,Apartment,6.0,5.030437921392435,6.7464121285733745
Bogota,4,4,Apartment,6.0,5.4116460518550396,6.803505257608338
Bogota,4,4,House,5.0,5.19295685089021,6.804614520062624
Bogota,3,3,Apartment,4.0,4.6489976891682065,6.156978985585555
Bogota,2,2,Apartment,4.0,4.02535169073515,5.375278407684165
Bogota,3,2,House,6.0,1.0090522119554663,7.0909098220799835
Bogota,3,2,House,3.0,4.30406509320417,5.598421958998375
Bogota,3,2,Apartment,4.0,4.219507705176107,5.831882477283517
Bogota,3,2,Apartment,6.0,5.017279836814924,6.68586094706836
Bogota,3,2,Apartment,4.0,4.290459441148391,6.131226489483141
Bogota,2,2,House,4.0,5.860786223465865,7.00397413672268
Bogota,3,2,Apartment,4.0,4.31748811353631,5.771441123130016
Bogota,2,2,Apartment,6.0,4.663439094112067,6.673297967767654
Bogota,4,4,House,4.0,5.472270673671475,7.0909098220799835
Bogota,3,3,House,5.0,5.313205979041787,6.814542897259958
Bogota,3,4,House,6.0,5.389071729816501,7.306531398939505
Bogota,2,2,House,3.0,4.189654742026425,5.736572297479192
Bogota,3,2,Apartment,4.0,4.174387269895637,5.802118375377063
Bogota,5,3,House,3.0,5.6937321388027,6.907755278982137
Bogota,3,3,Apartment,6.0,5.236441962829949,7.3783837129967145
Bogota,3,3,House,4.0,5.075173815233827,6.621405651764134
Bogota,3,3,Apartment,5.0,5.204006687076795,7.346655163176539
Bogota,4,2,House,3.0,4.483077276063474,5.442417710521793
Bogota,2,2,Apartment,5.0,4.418840607796598,6.470799503782602
Bogota,3,2,Apartment,4.0,4.499809670330265,5.8888779583328805
Bogota,3,4,Apartment,6.0,5.484796933490655,7.409136443920128
Bogota,4,3,Apartment,6.0,5.278114659230517,7.2196420401307355
Bogota,4,4,House,6.0,6.2166061010848646,8.517393171418904
Bogota,2,3,Apartment,6.0,4.394449154672439,6.018593214496234
Bogota,3,3,Apartment,6.0,5.017279836814924,6.7464121285733745
Bogota,5,4,House,6.0,5.5909869805108565,7.313886831633462
Bogota,4,2,House,2.0,4.48863636973214,5.655991810819852
Bogota,4,3,House,5.0,5.645446897643238,6.710523109452428
Bogota,5,3,House,3.0,5.37989735354046,5.942799375126701
Bogota,2,1,Apartment,4.0,3.9318256327243257,5.564520407322694
Bogota,4,3,House,2.0,4.679942968038081,5.707110264748875
Bogota,4,2,House,3.0,5.8377304471659395,7.202921773143544
Bogota,2,3,Apartment,6.0,4.624972813284271,7.223518120174323
Bogota,2,2,Apartment,4.0,4.382026634673881,6.497204021818869
Bogota,5,4,House,6.0,6.401917196727186,7.783640596221253
Bogota,3,3,House,6.0,4.8529448584025685,7.170888478512505
Bogota,3,3,House,6.0,6.042632833682381,7.550135342488429
Bogota,3,2,House,4.0,4.770684624465665,6.212606095751519
Bogota,3,4,Apartment,6.0,5.225746673713202,7.208600337960199
Bogota,3,2,Apartment,4.0,4.499809670330265,6.131226489483141
Bogota,5,4,House,5.0,5.993961427306569,6.792344427470809
Bogota,4,3,House,4.0,5.288267030694535,6.7464121285733745
Bogota,4,4,House,5.0,5.384495062789089,7.00397413672268
Bogota,2,2,House,3.0,4.812184355372417,6.072716932057618
Bogota,3,2,Apartment,4.0,4.3694478524670215,5.968707559985366
Bogota,4,3,House,4.0,5.384495062789089,7.0909098220799835
Bogota,3,3,Apartment,6.0,5.41610040220442,7.280008252884188
Bogota,3,3,House,4.0,4.77912349311153,6.398594934535208
Bogota,3,3,Apartment,6.0,5.117993812416755,6.311734809152915
Bogota,3,3,House,5.0,5.7899601708972535,7.300472814267799
Bogota,2,3,Apartment,6.0,4.852030263919617,6.7464121285733745
Bogota,4,4,Apartment,6.0,5.5254529391317835,7.576097340623111
Bogota,2,1,House,2.0,4.394449154672439,5.768320995793772
Bogota,4,3,House,3.0,4.532599493153256,5.993961427306569
Bogota,3,4,Apartment,6.0,5.351858133476067,7.280008252884188
Bogota,3,3,Apartment,5.0,5.183531290665664,7.2576508383354446
Bogota,5,2,House,3.0,5.420534999272286,6.111467339502679
Bogota,2,3,Apartment,6.0,4.430816798843313,6.62273632394984
Bogota,5,2,House,3.0,5.337538079701318,6.159067903970474
Bogota,4,3,House,3.0,4.795790545596741,6.175867270105761
Bogota,3,3,Apartment,5.0,4.51085950651685,6.19644412779452
Bogota,3,2,House,3.0,3.6109179126442243,5.5254529391317835
Bogota,4,3,House,5.0,5.572154032177765,7.0909098220799835
Bogota,4,4,House,5.0,5.638354669333745,7.3783837129967145
Bogota,3,2,Apartment,2.0,4.499706407170955,5.615959859611033
Bogota,3,2,House,4.0,5.303304908059076,6.594413459749778
Bogota,3,2,Apartment,3.0,4.30406509320417,5.886104031450156
Bogota,4,3,House,6.0,6.401917196727186,7.783640596221253
Bogota,3,3,Apartment,6.0,4.897839799950911,7.0909098220799835
Bogota,3,4,Apartment,6.0,5.730099782973574,8.101980731853192
Bogota,3,1,Apartment,3.0,3.912023005428146,5.225208894727398
Bogota,3,3,House,5.0,5.811140992976701,7.3783837129967145
Bogota,3,3,Apartment,4.0,4.6443908991413725,6.508769136971682
Bogota,2,3,Apartment,6.0,4.343805421853684,6.206575926724928
Bogota,2,1,Apartment,4.0,3.912023005428146,5.484796933490655
Bogota,3,4,Apartment,6.0,5.313205979041787,7.708859601047175
Bogota,5,4,House,5.0,5.313205979041787,6.803505257608338
Bogota,3,2,House,3.0,4.2626798770413155,5.860786223465865
Bogota,3,4,House,6.0,5.765191102784844,7.496097345175956
Bogota,2,1,Apartment,4.0,3.9889840465642745,5.802118375377063
Bogota,4,3,House,2.0,4.817283535456607,5.993961427306569
Bogota,2,1,Apartment,3.0,3.6375861597263857,5.170483995038151
Bogota,2,2,Apartment,6.0,4.394449154672439,6.111467339502679
Bogota,3,3,Apartment,6.0,5.07454395255991,8.366602832783736
Bogota,2,2,Apartment,5.0,4.30406509320417,6.373319789577012
Bogota,2,3,Apartment,6.0,4.48863636973214,6.53813982376767
Bogota,2,2,Apartment,6.0,4.290459441148391,6.135564891081739
Bogota,4,4,Apartment,6.0,5.5254529391317835,7.467942332285852
Bogota,3,2,Apartment,4.0,4.653960350157523,6.447305862541213
Bogota,3,2,House,3.0,4.30406509320417,5.598421958998375
Bogota,2,3,Apartment,6.0,4.394449154672439,6.46302945692067
Bogota,2,2,Apartment,4.0,4.110873864173311,5.697093486505405
Bogota,4,3,House,6.0,6.429719478039138,8.517393171418904
Bogota,3,1,House,3.0,6.424869023905388,7.3783837129967145
Bogota,3,3,House,3.0,4.795790545596741,5.673323267171493
Bogota,4,4,House,5.0,5.288267030694535,7.0909098220799835
Bogota,3,2,House,3.0,4.143134726391533,5.484796933490655
Bogota,3,2,Apartment,4.0,4.605170185988092,6.338594078203183
Bogota,2,2,Apartment,5.0,4.532599493153256,6.329720905522696
Bogota,2,2,Apartment,6.0,4.394449154672439,6.19644412779452
Bogota,4,2,House,4.0,4.844187086458591,6.255750041753367
Bogota,3,4,Apartment,6.0,5.3706380281276624,7.438971592395862
Bogota,2,2,Apartment,6.0,5.3471075307174685,7.244941546337007
Bogota,4,3,House,4.0,5.5254529391317835,6.841615476477592
Bogota,2,2,Apartment,4.0,4.127134385045092,6.133398042996649
Bogota,4,2,House,3.0,4.356708826689592,5.802118375377063
Bogota,4,3,House,3.0,4.919980925828125,6.077642243349034
Bogota,2,3,Apartment,6.0,5.181783550292085,7.0909098220799835
Bogota,2,2,Apartment,6.0,4.3694478524670215,6.398594934535208
Bogota,3,3,House,6.0,5.303304908059076,7.0909098220799835
Bogota,3,3,Apartment,4.0,4.650703582470753,6.133398042996649
Bogota,3,3,Apartment,6.0,5.153291594497779,6.836259277277067
Bogota,3,4,Apartment,6.0,5.641907070938114,7.72356247227797
Bogota,4,2,House,4.0,5.2574953720277815,6.7912214627261855
Bogota,4,4,House,5.0,5.723585101952381,7.155396301896734
Bogota,3,2,House,3.0,3.6109179126442243,5.739792912179234
Bogota,3,3,House,3.0,6.169610732491456,6.660575149839686
Bogota,3,3,Apartment,6.0,5.484796933490655,7.346655163176539
Bogota,3,2,Apartment,3.0,4.204692619390966,5.638354669333745
Bogota,4,3,House,2.0,4.899555270188869,6.111467339502679
Bogota,3,3,Apartment,6.0,5.0369526024136295,7.049254841255837
Bogota,3,3,Apartment,5.0,5.726847747587197,7.1785454837637
Bogota,5,4,House,4.0,5.147494476813453,6.447305862541213
Bogota,3,2,Apartment,4.0,4.454347296253507,6.031886461606898
Bogota,4,3,House,5.0,5.5254529391317835,7.650168700845001
Bogota,3,2,House,3.0,4.394449154672439,5.247024072160486
Bogota,2,2,Apartment,5.0,4.382026634673881,6.594413459749778
Bogota,5,2,House,3.0,5.1298987149230735,6.255750041753367
Bogota,4,4,House,6.0,5.594711379601839,7.00397413672268
Bogota,2,2,Apartment,6.0,4.762173934797756,7.00397413672268
Bogota,3,4,House,6.0,5.37989735354046,7.67368812926773
Bogota,4,3,House,5.0,4.9344739331306915,6.710523109452428
Bogota,3,3,House,3.0,5.303304908059076,7.074116816197362
Bogota,5,3,House,3.0,4.844187086458591,5.739792912179234
Bogota,4,3,Apartment,6.0,5.442417710521793,6.846943139585379
Bogota,3,2,Apartment,3.0,4.174387269895637,5.66988092298052
Bogota,4,3,House,4.0,5.3981627015177525,6.654152520183219
Bogota,3,4,House,5.0,5.730099782973574,7.1592919047975645
Bogota,4,4,Apartment,6.0,6.248042874508429,7.8636512654486515
Bogota,2,2,Apartment,6.0,4.532599493153256,6.478509642208569
Bogota,2,3,Apartment,6.0,5.003946305945459,6.792344427470809
Bogota,4,4,Apartment,6.0,5.099866427824199,6.7464121285733745
Bogota,3,4,Apartment,6.0,5.117993812416755,7.280008252884188
Bogota,3,2,Apartment,4.0,4.532599493153256,6.398594934535208
Bogota,3,3,Apartment,6.0,5.0106352940962555,6.7464121285733745
Bogota,3,2,Apartment,3.0,4.477336814478207,6.089044875446846
Bogota,4,3,Apartment,6.0,5.556828061699537,7.170888478512505
Bogota,3,3,Apartment,6.0,4.709069205691679,6.255750041753367
Bogota,3,3,Apartment,6.0,4.867872246810788,7.280008252884188
Bogota,4,4,House,4.0,5.5254529391317835,7.313886831633462
Bogota,3,2,Apartment,5.0,4.595373469813297,6.175867270105761
Bogota,3,4,House,6.0,5.733341276897746,7.8636512654486515
